Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
2020/03/27,WEST BENGAL,KOLKATA,0.63,2.89,5.94,6.213070468
2020/03/27,WEST BENGAL,HAORA,0.11,124.77,1.12,16.91816524
2020/03/27,WEST BENGAL,PASHCHIM MEDINIPUR,0,1199.55,0.01,25.09983401
2020/03/27,WEST BENGAL,PURBA MEDINIPUR,0,618.4,0.02,29.98276261
2020/03/27,WEST BENGAL,BANKURA,0.04,862.32,0.23,24.36150423
2020/03/27,WEST BENGAL,HUGLI,0,441.7,0.02,27.57098963
2020/03/27,WEST BENGAL,UTTAR DINAJPUR,0,313.13,0,19.03624299
2020/03/27,WEST BENGAL,MALDAH,0.01,410.99,0.06,22.41885334
2020/03/27,WEST BENGAL,PURULIYA,0.01,693.38,0.05,21.80475573
2020/03/27,WEST BENGAL,DAKSHIN DINAJPUR,0,207.04,0,18.73639933
2020/03/27,WEST BENGAL,DARJILING,0.05,384.2,0.33,23.57159105
2020/03/27,WEST BENGAL,JALPAIGURI,0,617.64,0,19.4485504
2020/03/27,WEST BENGAL,NORTH 24 PARGANAS,0.03,471.07,0.25,15.93017299
2020/03/27,WEST BENGAL,NADIA,0,475.76,0,23.8352521
2020/03/27,WEST BENGAL,KOCH BIHAR,0,280.74,0,16.15431493
2020/03/27,WEST BENGAL,SOUTH 24 PARGANAS,0.03,476.43,0.23,16.76191972
2020/03/27,WEST BENGAL,BARDDHAMAN,0.12,984.85,0.72,27.52194097
2020/03/26,WEST BENGAL,BIRBHUM,0.03,718.41,0.21,31.02847882
2020/03/26,WEST BENGAL,MURSHIDABAD,0.01,720.86,0.04,26.5193876
2020/03/26,WEST BENGAL,KOLKATA,0.65,3.11,6.11,6.670710492
2020/03/26,WEST BENGAL,HAORA,0.15,128.47,1.56,17.42053989
2020/03/26,WEST BENGAL,PASHCHIM MEDINIPUR,0,1231.73,0.02,25.77311302
2020/03/26,WEST BENGAL,PURBA MEDINIPUR,0,634.68,0.02,30.77253594
2020/03/26,WEST BENGAL,BANKURA,0.04,888.85,0.27,25.11104575
2020/03/26,WEST BENGAL,HUGLI,0,451.38,0.03,28.17528478
2020/03/26,WEST BENGAL,UTTAR DINAJPUR,0,321.78,0,19.56201808
2020/03/26,WEST BENGAL,MALDAH,0.01,425.66,0.07,23.21857347
2020/03/26,WEST BENGAL,PURULIYA,0.01,719.39,0.05,22.62244796
2020/03/26,WEST BENGAL,DAKSHIN DINAJPUR,0,212.01,0,19.18618807
2020/03/26,WEST BENGAL,DARJILING,0.07,394.44,0.44,24.1999038
2020/03/26,WEST BENGAL,JALPAIGURI,0,635.63,0,20.01511434
2020/03/26,WEST BENGAL,NORTH 24 PARGANAS,0.03,487.59,0.26,16.48871666
2020/03/26,WEST BENGAL,NADIA,0,490.62,0,24.57983027
2020/03/26,WEST BENGAL,KOCH BIHAR,0,287.15,0,16.52325909
2020/03/26,WEST BENGAL,SOUTH 24 PARGANAS,0.03,488.68,0.23,17.19281812
2020/03/26,WEST BENGAL,BARDDHAMAN,0.13,1013.54,0.78,28.32347774
2020/03/25,WEST BENGAL,BIRBHUM,0.04,736.28,0.24,31.8001898
2020/03/25,WEST BENGAL,MURSHIDABAD,0.01,738.97,0.05,27.18564229
2020/03/25,WEST BENGAL,KOLKATA,0.66,3.33,6.29,7.155578382
2020/03/25,WEST BENGAL,HAORA,0.19,132.39,2.03,17.95221157
2020/03/25,WEST BENGAL,PASHCHIM MEDINIPUR,0,1266.38,0.02,26.49811747
2020/03/25,WEST BENGAL,PURBA MEDINIPUR,0,652.08,0.03,31.6159945
2020/03/25,WEST BENGAL,BANKURA,0.05,917.51,0.34,25.92052345
2020/03/25,WEST BENGAL,HUGLI,0,461.97,0.03,28.83599334
2020/03/25,WEST BENGAL,UTTAR DINAJPUR,0,331.12,0,20.13003069
2020/03/25,WEST BENGAL,MALDAH,0.01,441.21,0.08,24.0671915
2020/03/25,WEST BENGAL,PURULIYA,0.01,746.93,0.06,23.48859024
2020/03/25,WEST BENGAL,DAKSHIN DINAJPUR,0,217.42,0,19.67634218
2020/03/25,WEST BENGAL,DARJILING,0.09,405.74,0.54,24.89274772
2020/03/25,WEST BENGAL,JALPAIGURI,0,654.63,0,20.61318294
2020/03/25,WEST BENGAL,NORTH 24 PARGANAS,0.03,506.2,0.26,17.11821755
2020/03/25,WEST BENGAL,NADIA,0,507.48,0,25.42425347
2020/03/25,WEST BENGAL,KOCH BIHAR,0,293.88,0,16.91030018
2020/03/25,WEST BENGAL,SOUTH 24 PARGANAS,0.03,502.45,0.24,17.67723108
2020/03/25,WEST BENGAL,BARDDHAMAN,0.14,1045.42,0.84,29.2145854
2020/03/24,WEST BENGAL,BIRBHUM,0.04,748.05,0.26,32.30871024
2020/03/24,WEST BENGAL,MURSHIDABAD,0.01,751.06,0.06,27.63059855
2020/03/24,WEST BENGAL,KOLKATA,0.68,3.42,6.46,7.347474327
2020/03/24,WEST BENGAL,HAORA,0.21,134.06,2.21,18.17827835
2020/03/24,WEST BENGAL,PASHCHIM MEDINIPUR,0,1290.81,0.03,27.0092613
2020/03/24,WEST BENGAL,PURBA MEDINIPUR,0,660.8,0.03,32.03899371
2020/03/24,WEST BENGAL,BANKURA,0.06,937.52,0.41,26.48606526
2020/03/24,WEST BENGAL,HUGLI,0,468.15,0.04,29.22181597
2020/03/24,WEST BENGAL,UTTAR DINAJPUR,0,336.36,0,20.44832507
2020/03/24,WEST BENGAL,MALDAH,0.01,449.3,0.09,24.50851603
2020/03/24,WEST BENGAL,PURULIYA,0.01,767.45,0.07,24.13384799
2020/03/24,WEST BENGAL,DAKSHIN DINAJPUR,0,220.3,0,19.93682038
2020/03/24,WEST BENGAL,DARJILING,0.1,413.54,0.64,25.37150712
2020/03/24,WEST BENGAL,JALPAIGURI,0,664.7,0,20.9302996
2020/03/24,WEST BENGAL,NORTH 24 PARGANAS,0.03,515.98,0.26,17.44887103
2020/03/24,WEST BENGAL,NADIA,0,519.49,0.01,26.02591122
2020/03/24,WEST BENGAL,KOCH BIHAR,0,297.96,0,17.14505505
2020/03/24,WEST BENGAL,SOUTH 24 PARGANAS,0.03,511.06,0.25,17.98028522
2020/03/24,WEST BENGAL,BARDDHAMAN,0.15,1067.37,0.87,29.82777296
2020/03/23,WEST BENGAL,BIRBHUM,0.05,768.23,0.29,33.18034774
2020/03/23,WEST BENGAL,MURSHIDABAD,0.01,772.82,0.06,28.43092467
2020/03/23,WEST BENGAL,KOLKATA,0.7,3.69,6.61,7.926721711
2020/03/23,WEST BENGAL,HAORA,0.26,138.47,2.76,18.77692773
2020/03/23,WEST BENGAL,PASHCHIM MEDINIPUR,0,1332.47,0.03,27.88109201
2020/03/23,WEST BENGAL,PURBA MEDINIPUR,0,681.14,0.04,33.02491754
2020/03/23,WEST BENGAL,BANKURA,0.08,970.79,0.51,27.42594548
2020/03/23,WEST BENGAL,HUGLI,0,480.9,0.05,30.01771997
2020/03/23,WEST BENGAL,UTTAR DINAJPUR,0,347.13,0,21.10340804
2020/03/23,WEST BENGAL,MALDAH,0.02,466.35,0.1,25.43847479
2020/03/23,WEST BENGAL,PURULIYA,0.01,799.35,0.07,25.13699709
2020/03/23,WEST BENGAL,DAKSHIN DINAJPUR,0,226.3,0,20.48004452
2020/03/23,WEST BENGAL,DARJILING,0.13,428.69,0.82,26.30106928
2020/03/23,WEST BENGAL,JALPAIGURI,0,686,0,21.60116733
2020/03/23,WEST BENGAL,NORTH 24 PARGANAS,0.03,540.28,0.34,18.27079551
2020/03/23,WEST BENGAL,NADIA,0.01,543.1,0.07,27.20879469
2020/03/23,WEST BENGAL,KOCH BIHAR,0,305.71,0,17.59103349
2020/03/23,WEST BENGAL,SOUTH 24 PARGANAS,0.03,527.07,0.25,18.5437037
2020/03/23,WEST BENGAL,BARDDHAMAN,0.16,1106.54,0.94,30.92237445
2020/03/22,WEST BENGAL,BIRBHUM,0.05,786.08,0.32,33.95111259
2020/03/22,WEST BENGAL,MURSHIDABAD,0.01,778.78,0.07,28.65015472
2020/03/22,WEST BENGAL,KOLKATA,0.73,3.37,6.92,7.230573541
2020/03/22,WEST BENGAL,HAORA,0.33,141.74,3.45,19.220271
2020/03/22,WEST BENGAL,PASHCHIM MEDINIPUR,0.01,1380.72,0.06,28.89065857
2020/03/22,WEST BENGAL,PURBA MEDINIPUR,0.01,697.39,0.06,33.81303009
2020/03/22,WEST BENGAL,BANKURA,0.09,1008.25,0.64,28.48414261
2020/03/22,WEST BENGAL,HUGLI,0.01,484.91,0.07,30.26774268
2020/03/22,WEST BENGAL,UTTAR DINAJPUR,0,359,0,21.82473655
2020/03/22,WEST BENGAL,MALDAH,0.02,485.16,0.13,26.46452383
2020/03/22,WEST BENGAL,PURULIYA,0.01,833.3,0.08,26.20472275
2020/03/22,WEST BENGAL,DAKSHIN DINAJPUR,0,233.01,0,21.08696122
2020/03/22,WEST BENGAL,DARJILING,0.31,448,1.92,27.48592895
2020/03/22,WEST BENGAL,JALPAIGURI,0,697.9,0,21.97584526
2020/03/22,WEST BENGAL,NORTH 24 PARGANAS,0.06,463.58,0.47,15.67701269
2020/03/22,WEST BENGAL,NADIA,0.2,520.86,1.31,26.0949199
2020/03/22,WEST BENGAL,KOCH BIHAR,0,314.35,0,18.08857656
2020/03/22,WEST BENGAL,SOUTH 24 PARGANAS,0.03,513.9,0.26,18.0801056
2020/03/22,WEST BENGAL,BARDDHAMAN,0.17,1122.71,1.01,31.37445949
2020/03/21,WEST BENGAL,BIRBHUM,0.06,810.33,0.35,34.99832926
2020/03/21,WEST BENGAL,MURSHIDABAD,0.01,810.16,0.09,29.80472926
2020/03/21,WEST BENGAL,KOLKATA,0.75,2.27,7.09,4.875477939
2020/03/21,WEST BENGAL,HAORA,0.36,141.31,3.77,19.16175971
2020/03/21,WEST BENGAL,PASHCHIM MEDINIPUR,0.06,1441.67,0.47,30.16592462
2020/03/21,WEST BENGAL,PURBA MEDINIPUR,0,690.66,0.03,33.48635911
2020/03/21,WEST BENGAL,BANKURA,0.12,1055.53,0.85,29.81992117
2020/03/21,WEST BENGAL,HUGLI,0.01,494.91,0.08,30.89217678
2020/03/21,WEST BENGAL,UTTAR DINAJPUR,0,369.24,0,22.44749433
2020/03/21,WEST BENGAL,MALDAH,0.02,502.4,0.15,27.4047503
2020/03/21,WEST BENGAL,PURULIYA,0.02,870.45,0.09,27.37306508
2020/03/21,WEST BENGAL,DAKSHIN DINAJPUR,0,236.78,0,21.42790735
2020/03/21,WEST BENGAL,DARJILING,0.58,450.73,3.62,27.65313546
2020/03/21,WEST BENGAL,JALPAIGURI,0,710.66,0,22.37752685
2020/03/21,WEST BENGAL,NORTH 24 PARGANAS,0.03,414.83,0.27,14.02840649
2020/03/21,WEST BENGAL,NADIA,0,438.67,0,21.97711784
2020/03/21,WEST BENGAL,KOCH BIHAR,0,321.92,0,18.52396057
2020/03/21,WEST BENGAL,SOUTH 24 PARGANAS,0.03,503.68,0.27,17.72082681
2020/03/21,WEST BENGAL,BARDDHAMAN,0.18,1161.03,1.08,32.44517722
2020/03/20,WEST BENGAL,BIRBHUM,0.06,792.43,0.38,34.22530234
2020/03/20,WEST BENGAL,MURSHIDABAD,0.01,742.72,0.04,27.32376325
2020/03/20,WEST BENGAL,KOLKATA,0.77,2.08,7.27,4.461837802
2020/03/20,WEST BENGAL,HAORA,0.34,135.37,3.59,18.35531612
2020/03/20,WEST BENGAL,PASHCHIM MEDINIPUR,0.23,1435.38,1.49,30.03446027
2020/03/20,WEST BENGAL,PURBA MEDINIPUR,0.01,716.06,0.06,34.71800227
2020/03/20,WEST BENGAL,BANKURA,0.19,1027.01,1.27,29.01412672
2020/03/20,WEST BENGAL,HUGLI,0.01,413.8,0.06,25.82926973
2020/03/20,WEST BENGAL,UTTAR DINAJPUR,0,335.9,0,20.42036027
2020/03/20,WEST BENGAL,MALDAH,0.01,460.18,0.07,25.10173356
2020/03/20,WEST BENGAL,PURULIYA,0.05,901.66,0.31,28.35445238
2020/03/20,WEST BENGAL,DAKSHIN DINAJPUR,0,226.47,0,20.4949049
2020/03/20,WEST BENGAL,DARJILING,0.12,405.01,0.77,24.84824203
2020/03/20,WEST BENGAL,JALPAIGURI,0,640.81,0,20.1780285
2020/03/20,WEST BENGAL,NORTH 24 PARGANAS,0.03,334.79,0.27,11.32167882
2020/03/20,WEST BENGAL,NADIA,0,376.97,0,18.88579144
2020/03/20,WEST BENGAL,KOCH BIHAR,0,289.27,0,16.64546235
2020/03/20,WEST BENGAL,SOUTH 24 PARGANAS,0.04,505.27,0.38,17.77647058
2020/03/20,WEST BENGAL,BARDDHAMAN,0.19,1006.16,1.15,28.11729421
2020/03/19,WEST BENGAL,BIRBHUM,0.07,818.06,0.43,35.3325233
2020/03/19,WEST BENGAL,MURSHIDABAD,0.01,761.77,0.05,28.02447716
2020/03/19,WEST BENGAL,KOLKATA,0.78,2.2,7.42,4.72846725
2020/03/19,WEST BENGAL,HAORA,0.38,137.01,3.97,18.57871917
2020/03/19,WEST BENGAL,PASHCHIM MEDINIPUR,0.06,1431.88,0.43,29.96123187
2020/03/19,WEST BENGAL,PURBA MEDINIPUR,0.01,683.56,0.07,33.1422796
2020/03/19,WEST BENGAL,BANKURA,0.11,1036.12,0.79,29.27154598
2020/03/19,WEST BENGAL,HUGLI,0.01,421.1,0.07,26.28485191
2020/03/19,WEST BENGAL,UTTAR DINAJPUR,0,335.58,0,20.40124468
2020/03/19,WEST BENGAL,MALDAH,0.01,477.61,0.08,26.05270659
2020/03/19,WEST BENGAL,PURULIYA,0.03,941.96,0.17,29.62169995
2020/03/19,WEST BENGAL,DAKSHIN DINAJPUR,0,233.08,0,21.09295914
2020/03/19,WEST BENGAL,DARJILING,0.04,362.16,0.22,22.21955479
2020/03/19,WEST BENGAL,JALPAIGURI,0,575.25,0,18.11384889
2020/03/19,WEST BENGAL,NORTH 24 PARGANAS,0.03,337.25,0.28,11.4049284
2020/03/19,WEST BENGAL,NADIA,0,382.85,0,19.1804846
2020/03/19,WEST BENGAL,KOCH BIHAR,0,275.08,0,15.82870936
2020/03/19,WEST BENGAL,SOUTH 24 PARGANAS,0.03,480.51,0.28,16.90565349
2020/03/19,WEST BENGAL,BARDDHAMAN,0.21,1010.32,1.23,28.23373618
2020/03/18,WEST BENGAL,BIRBHUM,0.07,789.55,0.44,34.10101325
2020/03/18,WEST BENGAL,MURSHIDABAD,0.01,747.83,0.06,27.51151919
2020/03/18,WEST BENGAL,KOLKATA,0.8,1.47,7.59,3.154185133
2020/03/18,WEST BENGAL,HAORA,0.13,119.58,1.38,16.21434663
2020/03/18,WEST BENGAL,PASHCHIM MEDINIPUR,0,1168.4,0.01,24.44804819
2020/03/18,WEST BENGAL,PURBA MEDINIPUR,0,577.28,0.01,27.98919757
2020/03/18,WEST BENGAL,BANKURA,0.12,965.96,0.87,27.28937207
2020/03/18,WEST BENGAL,HUGLI,0,383.08,0.01,23.91154517
2020/03/18,WEST BENGAL,UTTAR DINAJPUR,0,345.07,0,20.97823532
2020/03/18,WEST BENGAL,MALDAH,0.01,492.67,0.09,26.87399252
2020/03/18,WEST BENGAL,PURULIYA,0.02,875.87,0.09,27.5432694
2020/03/18,WEST BENGAL,DAKSHIN DINAJPUR,0,240.32,0,21.74823756
2020/03/18,WEST BENGAL,DARJILING,0.04,365.52,0.26,22.42537842
2020/03/18,WEST BENGAL,JALPAIGURI,0,582.61,0,18.34546504
2020/03/18,WEST BENGAL,NORTH 24 PARGANAS,0.03,299.64,0.29,10.13304039
2020/03/18,WEST BENGAL,NADIA,0,363.4,0,18.20637737
2020/03/18,WEST BENGAL,KOCH BIHAR,0,279.79,0,16.09962348
2020/03/18,WEST BENGAL,SOUTH 24 PARGANAS,0.03,435.46,0.28,15.32063756
2020/03/18,WEST BENGAL,BARDDHAMAN,0.21,939.6,1.27,26.25732344
2020/03/17,WEST BENGAL,BIRBHUM,0.09,813.81,0.53,35.1488613
2020/03/17,WEST BENGAL,MURSHIDABAD,0.01,768.13,0.07,28.258557
2020/03/17,WEST BENGAL,KOLKATA,0.82,1.61,7.76,3.447065017
2020/03/17,WEST BENGAL,HAORA,0.2,123.92,2.03,16.80340293
2020/03/17,WEST BENGAL,PASHCHIM MEDINIPUR,0,1199.62,0.01,25.10132361
2020/03/17,WEST BENGAL,PURBA MEDINIPUR,0,589.72,0.02,28.592537
2020/03/17,WEST BENGAL,BANKURA,0.15,1004.27,1.05,28.37175806
2020/03/17,WEST BENGAL,HUGLI,0,389.7,0.03,24.32502058
2020/03/17,WEST BENGAL,UTTAR DINAJPUR,0,356.13,0,21.6506378
2020/03/17,WEST BENGAL,MALDAH,0.02,514.2,0.1,28.04867567
2020/03/17,WEST BENGAL,PURULIYA,0.02,918.24,0.09,28.8757087
2020/03/17,WEST BENGAL,DAKSHIN DINAJPUR,0,248.4,0.01,22.4796028
2020/03/17,WEST BENGAL,DARJILING,0.05,373.22,0.32,22.89786853
2020/03/17,WEST BENGAL,JALPAIGURI,0,597.22,0,18.80543415
2020/03/17,WEST BENGAL,NORTH 24 PARGANAS,0.03,304.65,0.29,10.30249821
2020/03/17,WEST BENGAL,NADIA,0,369.9,0,18.53159967
2020/03/17,WEST BENGAL,KOCH BIHAR,0,286.18,0,16.46760253
2020/03/17,WEST BENGAL,SOUTH 24 PARGANAS,0.03,445.46,0.29,15.67227675
2020/03/17,WEST BENGAL,BARDDHAMAN,0.24,963.33,1.41,26.92039337
2020/03/16,WEST BENGAL,BIRBHUM,0.14,845.14,0.86,36.50191526
2020/03/16,WEST BENGAL,MURSHIDABAD,0.01,791.42,0.07,29.11526249
2020/03/16,WEST BENGAL,KOLKATA,0.82,1.7,7.8,3.648690387
2020/03/16,WEST BENGAL,HAORA,0.24,127.31,2.52,17.26242208
2020/03/16,WEST BENGAL,PASHCHIM MEDINIPUR,0,1231.41,0.01,25.76639664
2020/03/16,WEST BENGAL,PURBA MEDINIPUR,0,602.71,0.03,29.22248775
2020/03/16,WEST BENGAL,BANKURA,0.2,1053.11,1.42,29.75142605
2020/03/16,WEST BENGAL,HUGLI,0,395.37,0.04,24.67864288
2020/03/16,WEST BENGAL,UTTAR DINAJPUR,0,369.01,0.01,22.43351318
2020/03/16,WEST BENGAL,MALDAH,0.07,540.18,0.46,29.46581811
2020/03/16,WEST BENGAL,PURULIYA,0.04,971.9,0.26,30.56318113
2020/03/16,WEST BENGAL,DAKSHIN DINAJPUR,0.03,258.08,0.21,23.35597106
2020/03/16,WEST BENGAL,DARJILING,0.06,381.37,0.39,23.39791604
2020/03/16,WEST BENGAL,JALPAIGURI,0,612.61,0,19.29023759
2020/03/16,WEST BENGAL,NORTH 24 PARGANAS,0.03,309.08,0.31,10.45214689
2020/03/16,WEST BENGAL,NADIA,0,377.19,0,18.89703568
2020/03/16,WEST BENGAL,KOCH BIHAR,0,293.14,0,16.86809774
2020/03/16,WEST BENGAL,SOUTH 24 PARGANAS,0.03,454.91,0.29,16.00479517
2020/03/16,WEST BENGAL,BARDDHAMAN,0.31,992.9,1.84,27.74670165
2020/03/15,WEST BENGAL,BIRBHUM,0.44,937.81,2.93,40.50463003
2020/03/15,WEST BENGAL,MURSHIDABAD,0.01,822.88,0.07,30.27277804
2020/03/15,WEST BENGAL,KOLKATA,0.82,1.8,7.8,3.855788433
2020/03/15,WEST BENGAL,HAORA,0.3,130.8,3.14,17.73626477
2020/03/15,WEST BENGAL,PASHCHIM MEDINIPUR,0,1264.56,0.03,26.46010186
2020/03/15,WEST BENGAL,PURBA MEDINIPUR,0,616.07,0.03,29.8698887
2020/03/15,WEST BENGAL,BANKURA,1.34,1205.44,9.21,34.05491385
2020/03/15,WEST BENGAL,HUGLI,0.01,401.47,0.06,25.05943486
2020/03/15,WEST BENGAL,UTTAR DINAJPUR,0.05,383.92,0.36,23.33974376
2020/03/15,WEST BENGAL,MALDAH,0.48,581.71,3.27,31.73088333
2020/03/15,WEST BENGAL,PURULIYA,0.88,1098.39,5.55,34.54088888
2020/03/15,WEST BENGAL,DAKSHIN DINAJPUR,0.21,271.11,1.36,24.53537271
2020/03/15,WEST BENGAL,DARJILING,0.08,390.3,0.48,23.9454882
2020/03/15,WEST BENGAL,JALPAIGURI,0,629.13,0,19.81033425
2020/03/15,WEST BENGAL,NORTH 24 PARGANAS,0.04,314,0.33,10.61863714
2020/03/15,WEST BENGAL,NADIA,0,385.4,0,19.30808359
2020/03/15,WEST BENGAL,KOCH BIHAR,0,300.59,0,17.29669485
2020/03/15,WEST BENGAL,SOUTH 24 PARGANAS,0.03,464.77,0.3,16.35158224
2020/03/15,WEST BENGAL,BARDDHAMAN,0.79,1067.9,4.99,29.84260584
2020/03/14,WEST BENGAL,BIRBHUM,0,572.15,0,24.71163595
2020/03/14,WEST BENGAL,MURSHIDABAD,0.01,677.75,0.07,24.93358535
2020/03/14,WEST BENGAL,KOLKATA,0.82,1.89,7.8,4.057076698
2020/03/14,WEST BENGAL,HAORA,0.27,129.72,2.82,17.59022847
2020/03/14,WEST BENGAL,PASHCHIM MEDINIPUR,0,1274.99,0.04,26.67831773
2020/03/14,WEST BENGAL,PURBA MEDINIPUR,0,631.05,0.04,30.59645404
2020/03/14,WEST BENGAL,BANKURA,0.01,786.02,0.05,22.20580628
2020/03/14,WEST BENGAL,HUGLI,0,385.52,0.05,24.06413398
2020/03/14,WEST BENGAL,UTTAR DINAJPUR,0.04,390.04,0.24,23.71174293
2020/03/14,WEST BENGAL,MALDAH,0.26,527.24,1.73,28.75951273
2020/03/14,WEST BENGAL,PURULIYA,0.03,887.88,0.21,27.9210754
2020/03/14,WEST BENGAL,DAKSHIN DINAJPUR,0.09,255.79,0.59,23.14856154
2020/03/14,WEST BENGAL,DARJILING,0.1,400.82,0.6,24.59096961
2020/03/14,WEST BENGAL,JALPAIGURI,0,647.23,0,20.38032058
2020/03/14,WEST BENGAL,NORTH 24 PARGANAS,0.04,317.25,0.36,10.72848681
2020/03/14,WEST BENGAL,NADIA,0,366.38,0,18.35539177
2020/03/14,WEST BENGAL,KOCH BIHAR,0,308.67,0,17.76139894
2020/03/14,WEST BENGAL,SOUTH 24 PARGANAS,0.03,476.64,0.3,16.76946693
2020/03/14,WEST BENGAL,BARDDHAMAN,0.02,821.81,0.12,22.96559747
2020/03/13,WEST BENGAL,BIRBHUM,0,562.53,0,24.29599926
2020/03/13,WEST BENGAL,MURSHIDABAD,0.01,676.3,0.07,24.88030202
2020/03/13,WEST BENGAL,KOLKATA,0.82,1.95,7.8,4.18726349
2020/03/13,WEST BENGAL,HAORA,0.3,131.85,3.17,17.87869665
2020/03/13,WEST BENGAL,PASHCHIM MEDINIPUR,0.02,1296.77,0.16,27.133966
2020/03/13,WEST BENGAL,PURBA MEDINIPUR,0,642.61,0.04,31.15692113
2020/03/13,WEST BENGAL,BANKURA,0.01,784.31,0.08,22.15772124
2020/03/13,WEST BENGAL,HUGLI,0.01,388.27,0.06,24.23602707
2020/03/13,WEST BENGAL,UTTAR DINAJPUR,0,335.83,0,20.41633928
2020/03/13,WEST BENGAL,MALDAH,0.01,396.42,0.07,21.62376384
2020/03/13,WEST BENGAL,PURULIYA,0.02,819.87,0.19,25.7823747
2020/03/13,WEST BENGAL,DAKSHIN DINAJPUR,0,213.84,0,19.35218674
2020/03/13,WEST BENGAL,DARJILING,0.11,408.64,0.71,25.07093828
2020/03/13,WEST BENGAL,JALPAIGURI,0,628.04,0,19.77593086
2020/03/13,WEST BENGAL,NORTH 24 PARGANAS,0.04,320.71,0.37,10.8453067
2020/03/13,WEST BENGAL,NADIA,0,371.48,0,18.61080117
2020/03/13,WEST BENGAL,KOCH BIHAR,0,272.48,0,15.67905194
2020/03/13,WEST BENGAL,SOUTH 24 PARGANAS,0.03,484.7,0.3,17.05305192
2020/03/13,WEST BENGAL,BARDDHAMAN,0.02,812.99,0.12,22.71927628
2020/03/12,WEST BENGAL,BIRBHUM,0,546.89,0,23.62056253
2020/03/12,WEST BENGAL,MURSHIDABAD,0.01,676.31,0.08,24.88054232
2020/03/12,WEST BENGAL,KOLKATA,0.82,2.01,7.8,4.316073279
2020/03/12,WEST BENGAL,HAORA,0.32,132.98,3.35,18.03192763
2020/03/12,WEST BENGAL,PASHCHIM MEDINIPUR,0.21,1347.76,1.46,28.20089876
2020/03/12,WEST BENGAL,PURBA MEDINIPUR,0,646.83,0.04,31.36136353
2020/03/12,WEST BENGAL,BANKURA,0.01,770.21,0.07,21.75925821
2020/03/12,WEST BENGAL,HUGLI,0.01,390.93,0.06,24.40147729
2020/03/12,WEST BENGAL,UTTAR DINAJPUR,0,312.72,0,19.01116327
2020/03/12,WEST BENGAL,MALDAH,0.01,376.32,0.08,20.52729195
2020/03/12,WEST BENGAL,PURULIYA,0.01,747.26,0.09,23.49895933
2020/03/12,WEST BENGAL,DAKSHIN DINAJPUR,0,197.36,0,17.86089255
2020/03/12,WEST BENGAL,DARJILING,0.06,382.97,0.41,23.49584553
2020/03/12,WEST BENGAL,JALPAIGURI,0,589.37,0,18.5583318
2020/03/12,WEST BENGAL,NORTH 24 PARGANAS,0.04,323.76,0.38,10.9485434
2020/03/12,WEST BENGAL,NADIA,0,376.79,0,18.87692274
2020/03/12,WEST BENGAL,KOCH BIHAR,0,251.98,0,14.49923177
2020/03/12,WEST BENGAL,SOUTH 24 PARGANAS,0.03,485.79,0.3,17.09122294
2020/03/12,WEST BENGAL,BARDDHAMAN,0.02,807.27,0.12,22.55932894
2020/03/11,WEST BENGAL,BIRBHUM,0,548.76,0,23.70107933
2020/03/11,WEST BENGAL,MURSHIDABAD,0.01,684.63,0.09,25.18663426
2020/03/11,WEST BENGAL,KOLKATA,0.82,2.06,7.8,4.415852249
2020/03/11,WEST BENGAL,HAORA,0.33,131.03,3.45,17.76694656
2020/03/11,WEST BENGAL,PASHCHIM MEDINIPUR,0.06,1006.01,0.38,21.05014767
2020/03/11,WEST BENGAL,PURBA MEDINIPUR,0,575.93,0.04,27.92371764
2020/03/11,WEST BENGAL,BANKURA,0.03,734.49,0.27,20.75008324
2020/03/11,WEST BENGAL,HUGLI,0.01,391.34,0.07,24.42734093
2020/03/11,WEST BENGAL,UTTAR DINAJPUR,0,317.03,0,19.27356639
2020/03/11,WEST BENGAL,MALDAH,0.01,381.96,0.08,20.83530557
2020/03/11,WEST BENGAL,PURULIYA,0.07,769.87,0.63,24.20999938
2020/03/11,WEST BENGAL,DAKSHIN DINAJPUR,0,199.66,0,18.06926161
2020/03/11,WEST BENGAL,DARJILING,0.08,388.84,0.47,23.85600553
2020/03/11,WEST BENGAL,JALPAIGURI,0,596.29,0,18.77615726
2020/03/11,WEST BENGAL,NORTH 24 PARGANAS,0.04,319.61,0.39,10.80837832
2020/03/11,WEST BENGAL,NADIA,0,381.37,0,19.10632918
2020/03/11,WEST BENGAL,KOCH BIHAR,0,253.66,0,14.59630621
2020/03/11,WEST BENGAL,SOUTH 24 PARGANAS,0.03,477.73,0.3,16.80765181
2020/03/11,WEST BENGAL,BARDDHAMAN,0.02,812.41,0.12,22.7029016
2020/03/10,WEST BENGAL,BIRBHUM,0,550.84,0,23.79088827
2020/03/10,WEST BENGAL,MURSHIDABAD,0.02,691.86,0.09,25.45259034
2020/03/10,WEST BENGAL,KOLKATA,0.82,2.1,7.8,4.51620467
2020/03/10,WEST BENGAL,HAORA,0.35,132.42,3.7,17.95547038
2020/03/10,WEST BENGAL,PASHCHIM MEDINIPUR,0,989.64,0,20.70750864
2020/03/10,WEST BENGAL,PURBA MEDINIPUR,0,572.75,0.04,27.76972142
2020/03/10,WEST BENGAL,BANKURA,0.01,723.64,0.05,20.4437111
