Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
2020/01/31,WEST BENGAL,BIRBHUM,0,557.93,0,24.09704378
2020/01/31,WEST BENGAL,MURSHIDABAD,0.07,609.62,0.42,22.42703545
2020/01/31,WEST BENGAL,KOLKATA,0.83,5.08,7.84,10.91445846
2020/01/31,WEST BENGAL,HAORA,0.99,183.2,10.69,24.84163294
2020/01/31,WEST BENGAL,PASHCHIM MEDINIPUR,0.01,1106.23,0.13,23.14710006
2020/01/31,WEST BENGAL,PURBA MEDINIPUR,0.02,646.9,0.2,31.36499744
2020/01/31,WEST BENGAL,BANKURA,0.01,638.81,0.08,18.04712715
2020/01/31,WEST BENGAL,HUGLI,0.02,451.72,0.18,28.19647746
2020/01/31,WEST BENGAL,UTTAR DINAJPUR,0,230.54,0,14.01550923
2020/01/31,WEST BENGAL,MALDAH,0.04,299.37,0.21,16.32990671
2020/01/31,WEST BENGAL,PURULIYA,0,423.84,0,13.32854692
2020/01/31,WEST BENGAL,DAKSHIN DINAJPUR,0,138.89,0,12.5693348
2020/01/31,WEST BENGAL,DARJILING,0,202.49,0,12.42297562
2020/01/31,WEST BENGAL,JALPAIGURI,0,340.9,0,10.73452924
2020/01/31,WEST BENGAL,NORTH 24 PARGANAS,0.1,437.63,0.99,14.7992544
2020/01/31,WEST BENGAL,NADIA,0,314.16,0,15.73946554
2020/01/31,WEST BENGAL,KOCH BIHAR,0,197.07,0,11.34010546
2020/01/31,WEST BENGAL,SOUTH 24 PARGANAS,0.05,501.15,0.45,17.63159651
2020/01/31,WEST BENGAL,BARDDHAMAN,0.03,743.2,0.17,20.76883544
2020/01/30,WEST BENGAL,BIRBHUM,0,561.12,0,24.23490041
2020/01/30,WEST BENGAL,MURSHIDABAD,0.09,618.15,0.57,22.74075883
2020/01/30,WEST BENGAL,KOLKATA,0.83,5.25,7.88,11.2672779
2020/01/30,WEST BENGAL,HAORA,1.03,191.06,11.26,25.90744897
2020/01/30,WEST BENGAL,PASHCHIM MEDINIPUR,0.01,1123.4,0.14,23.50631465
2020/01/30,WEST BENGAL,PURBA MEDINIPUR,0.02,658.94,0.2,31.9483306
2020/01/30,WEST BENGAL,BANKURA,0.01,643.25,0.08,18.17258974
2020/01/30,WEST BENGAL,HUGLI,0.02,456.19,0.18,28.47548005
2020/01/30,WEST BENGAL,UTTAR DINAJPUR,0,231.49,0,14.07278239
2020/01/30,WEST BENGAL,MALDAH,0.04,302.96,0.22,16.5258513
2020/01/30,WEST BENGAL,PURULIYA,0,428.36,0,13.47074355
2020/01/30,WEST BENGAL,DAKSHIN DINAJPUR,0,139.2,0,12.59766379
2020/01/30,WEST BENGAL,DARJILING,0,203.16,0,12.46415407
2020/01/30,WEST BENGAL,JALPAIGURI,0,342.23,0,10.77614392
2020/01/30,WEST BENGAL,NORTH 24 PARGANAS,0.1,445.65,1,15.07053384
2020/01/30,WEST BENGAL,NADIA,0,316.27,0,15.84484378
2020/01/30,WEST BENGAL,KOCH BIHAR,0,197.73,0,11.37781772
2020/01/30,WEST BENGAL,SOUTH 24 PARGANAS,0.05,507.57,0.46,17.85763677
2020/01/30,WEST BENGAL,BARDDHAMAN,0.03,746.93,0.18,20.87299553
2020/01/29,WEST BENGAL,BIRBHUM,0,563.01,0,24.31657031
2020/01/29,WEST BENGAL,MURSHIDABAD,0.43,647.07,2.75,23.80467575
2020/01/29,WEST BENGAL,KOLKATA,0.83,3.66,7.88,7.850662939
2020/01/29,WEST BENGAL,HAORA,0.89,201.85,9.94,27.37042859
2020/01/29,WEST BENGAL,PASHCHIM MEDINIPUR,0.03,1130.53,0.28,23.65555996
2020/01/29,WEST BENGAL,PURBA MEDINIPUR,0.03,634.56,0.32,30.76668115
2020/01/29,WEST BENGAL,BANKURA,0.01,647.48,0.08,18.29189864
2020/01/29,WEST BENGAL,HUGLI,0.02,438.13,0.18,27.34808974
2020/01/29,WEST BENGAL,UTTAR DINAJPUR,0,232.5,0,14.13447073
2020/01/29,WEST BENGAL,MALDAH,0.08,309.92,0.53,16.90523272
2020/01/29,WEST BENGAL,PURULIYA,0,429.16,0.01,13.49590354
2020/01/29,WEST BENGAL,DAKSHIN DINAJPUR,0,139.57,0,12.63040333
2020/01/29,WEST BENGAL,DARJILING,0,203.62,0,12.49269411
2020/01/29,WEST BENGAL,JALPAIGURI,0,340.64,0,10.72628194
2020/01/29,WEST BENGAL,NORTH 24 PARGANAS,0.1,416.04,1.01,14.06927461
2020/01/29,WEST BENGAL,NADIA,0,312.11,0,15.63651485
2020/01/29,WEST BENGAL,KOCH BIHAR,0,198.44,0,11.41869905
2020/01/29,WEST BENGAL,SOUTH 24 PARGANAS,0.05,487.82,0.46,17.16260288
2020/01/29,WEST BENGAL,BARDDHAMAN,0.03,741.53,0.18,20.72208721
2020/01/28,WEST BENGAL,BIRBHUM,0,537.92,0,23.23280984
2020/01/28,WEST BENGAL,MURSHIDABAD,0.01,529.01,0.04,19.46170657
2020/01/28,WEST BENGAL,KOLKATA,0.84,3.93,7.92,8.440832331
2020/01/28,WEST BENGAL,HAORA,0.07,123.04,0.77,16.68371206
2020/01/28,WEST BENGAL,PASHCHIM MEDINIPUR,0.02,927.78,0.15,19.41314256
2020/01/28,WEST BENGAL,PURBA MEDINIPUR,0,515.93,0.04,25.01470317
2020/01/28,WEST BENGAL,BANKURA,0.01,664.24,0.08,18.7655395
2020/01/28,WEST BENGAL,HUGLI,0,405.98,0.01,25.34142019
2020/01/28,WEST BENGAL,UTTAR DINAJPUR,0,233.2,0,14.17710999
2020/01/28,WEST BENGAL,MALDAH,0.02,241.94,0.09,13.19743157
2020/01/28,WEST BENGAL,PURULIYA,0,437.72,0.01,13.76488556
2020/01/28,WEST BENGAL,DAKSHIN DINAJPUR,0,139.58,0,12.63142821
2020/01/28,WEST BENGAL,DARJILING,0,204.14,0,12.52420929
2020/01/28,WEST BENGAL,JALPAIGURI,0,342.42,0,10.78232401
2020/01/28,WEST BENGAL,NORTH 24 PARGANAS,0.1,402.87,1.03,13.6239597
2020/01/28,WEST BENGAL,NADIA,0,300.89,0,15.07437024
2020/01/28,WEST BENGAL,KOCH BIHAR,0,198.8,0,11.43938095
2020/01/28,WEST BENGAL,SOUTH 24 PARGANAS,0.05,489.02,0.48,17.20503268
2020/01/28,WEST BENGAL,BARDDHAMAN,0.03,745.68,0.18,20.83823329
2020/01/27,WEST BENGAL,BIRBHUM,0,527.58,0,22.78626818
2020/01/27,WEST BENGAL,MURSHIDABAD,0.01,508.73,0.05,18.71551693
2020/01/27,WEST BENGAL,KOLKATA,0.84,3.59,7.96,7.707284283
2020/01/27,WEST BENGAL,HAORA,0.01,109.75,0.12,14.88152118
2020/01/27,WEST BENGAL,PASHCHIM MEDINIPUR,0.02,844.72,0.15,17.67512583
2020/01/27,WEST BENGAL,PURBA MEDINIPUR,0,468.74,0,22.72694941
2020/01/27,WEST BENGAL,BANKURA,0.01,628,0.08,17.74167338
2020/01/27,WEST BENGAL,HUGLI,0,394.82,0,24.64435517
2020/01/27,WEST BENGAL,UTTAR DINAJPUR,0,234.39,0,14.24917104
2020/01/27,WEST BENGAL,MALDAH,0.02,242.44,0.09,13.22431152
2020/01/27,WEST BENGAL,PURULIYA,0,401.37,0.01,12.62181624
2020/01/27,WEST BENGAL,DAKSHIN DINAJPUR,0,140,0,12.66949938
2020/01/27,WEST BENGAL,DARJILING,0,204.62,0,12.55379492
2020/01/27,WEST BENGAL,JALPAIGURI,0,342.74,0,10.79222066
2020/01/27,WEST BENGAL,NORTH 24 PARGANAS,0.1,384.83,1.04,13.01378705
2020/01/27,WEST BENGAL,NADIA,0,286.74,0,14.36562023
2020/01/27,WEST BENGAL,KOCH BIHAR,0,199.39,0,11.47312235
2020/01/27,WEST BENGAL,SOUTH 24 PARGANAS,0.05,455.15,0.48,16.01312763
2020/01/27,WEST BENGAL,BARDDHAMAN,0.03,719.66,0.19,20.1111606
2020/01/26,WEST BENGAL,BIRBHUM,0,529.98,0,22.89001083
2020/01/26,WEST BENGAL,MURSHIDABAD,0.01,510.63,0.05,18.78547534
2020/01/26,WEST BENGAL,KOLKATA,0.84,3.74,7.96,8.037098222
2020/01/26,WEST BENGAL,HAORA,0.02,111.18,0.14,15.0754116
2020/01/26,WEST BENGAL,PASHCHIM MEDINIPUR,0.02,849.93,0.16,17.78415146
2020/01/26,WEST BENGAL,PURBA MEDINIPUR,0,471.63,0,22.86668842
2020/01/26,WEST BENGAL,BANKURA,0.01,633.71,0.08,17.90306288
2020/01/26,WEST BENGAL,HUGLI,0,397.24,0,24.79568546
2020/01/26,WEST BENGAL,UTTAR DINAJPUR,0,235.41,0,14.31134516
2020/01/26,WEST BENGAL,MALDAH,0.02,243.41,0.1,13.27745584
2020/01/26,WEST BENGAL,PURULIYA,0,406.71,0.01,12.78966236
2020/01/26,WEST BENGAL,DAKSHIN DINAJPUR,0,140.41,0,12.70656284
2020/01/26,WEST BENGAL,DARJILING,0,205.31,0,12.59592259
2020/01/26,WEST BENGAL,JALPAIGURI,0,344.13,0,10.83619737
2020/01/26,WEST BENGAL,NORTH 24 PARGANAS,0.11,392.14,1.06,13.26119324
2020/01/26,WEST BENGAL,NADIA,0,288.26,0,14.44162856
2020/01/26,WEST BENGAL,KOCH BIHAR,0,200.11,0,11.51502279
2020/01/26,WEST BENGAL,SOUTH 24 PARGANAS,0.05,461.68,0.49,16.24307842
2020/01/26,WEST BENGAL,BARDDHAMAN,0.03,723.41,0.19,20.21590421
2020/01/25,WEST BENGAL,BIRBHUM,0,531.12,0.01,22.9392816
2020/01/25,WEST BENGAL,MURSHIDABAD,0.01,512.05,0.05,18.8377349
2020/01/25,WEST BENGAL,KOLKATA,0.85,3.91,8,8.398757253
2020/01/25,WEST BENGAL,HAORA,0.02,113.43,0.15,15.38118635
2020/01/25,WEST BENGAL,PASHCHIM MEDINIPUR,0.02,854.09,0.17,17.87119528
2020/01/25,WEST BENGAL,PURBA MEDINIPUR,0,476.35,0,23.09592191
2020/01/25,WEST BENGAL,BANKURA,0.01,637.56,0.08,18.0117333
2020/01/25,WEST BENGAL,HUGLI,0,399.51,0.01,24.93741457
2020/01/25,WEST BENGAL,UTTAR DINAJPUR,0,236.41,0,14.37189144
2020/01/25,WEST BENGAL,MALDAH,0.02,244.16,0.1,13.31825705
2020/01/25,WEST BENGAL,PURULIYA,0,410.77,0.01,12.91734163
2020/01/25,WEST BENGAL,DAKSHIN DINAJPUR,0,140.75,0,12.73784679
2020/01/25,WEST BENGAL,DARJILING,0,205.7,0,12.62026018
2020/01/25,WEST BENGAL,JALPAIGURI,0,345.36,0,10.87472134
2020/01/25,WEST BENGAL,NORTH 24 PARGANAS,0.11,398.37,1.07,13.47171934
2020/01/25,WEST BENGAL,NADIA,0,289.62,0,14.50958234
2020/01/25,WEST BENGAL,KOCH BIHAR,0,200.9,0,11.5602045
2020/01/25,WEST BENGAL,SOUTH 24 PARGANAS,0.05,471.09,0.5,16.57398522
2020/01/25,WEST BENGAL,BARDDHAMAN,0.03,725.77,0.19,20.28192463
2020/01/24,WEST BENGAL,BIRBHUM,0,533.45,0.01,23.03994058
2020/01/24,WEST BENGAL,MURSHIDABAD,0.01,513.59,0.05,18.89439226
2020/01/24,WEST BENGAL,KOLKATA,0.85,4.04,8.04,8.679213398
2020/01/24,WEST BENGAL,HAORA,0.02,114.75,0.17,15.56052961
2020/01/24,WEST BENGAL,PASHCHIM MEDINIPUR,0.02,858.7,0.17,17.96777923
2020/01/24,WEST BENGAL,PURBA MEDINIPUR,0,479.36,0,23.2416852
2020/01/24,WEST BENGAL,BANKURA,0.01,642.74,0.08,18.15796752
2020/01/24,WEST BENGAL,HUGLI,0,401.9,0.01,25.08668893
2020/01/24,WEST BENGAL,UTTAR DINAJPUR,0,237.55,0,14.44143931
2020/01/24,WEST BENGAL,MALDAH,0.02,244.97,0.1,13.36235686
2020/01/24,WEST BENGAL,PURULIYA,0,415.97,0.01,13.08086554
2020/01/24,WEST BENGAL,DAKSHIN DINAJPUR,0,141.19,0,12.7772764
2020/01/24,WEST BENGAL,DARJILING,0,206.31,0,12.65726512
2020/01/24,WEST BENGAL,JALPAIGURI,0,346.57,0,10.91290929
2020/01/24,WEST BENGAL,NORTH 24 PARGANAS,0.11,405.75,1.1,13.72132946
2020/01/24,WEST BENGAL,NADIA,0,291,0,14.5788255
2020/01/24,WEST BENGAL,KOCH BIHAR,0,201.58,0,11.59938804
2020/01/24,WEST BENGAL,SOUTH 24 PARGANAS,0.06,477.77,0.51,16.80900991
2020/01/24,WEST BENGAL,BARDDHAMAN,0.03,729.53,0.19,20.38675276
2020/01/23,WEST BENGAL,BIRBHUM,0,535.83,0.01,23.14275074
2020/01/23,WEST BENGAL,MURSHIDABAD,0.01,515.63,0.05,18.9692744
2020/01/23,WEST BENGAL,KOLKATA,0.86,4.19,8.08,8.986824215
2020/01/23,WEST BENGAL,HAORA,0.02,116.13,0.19,15.747535
2020/01/23,WEST BENGAL,PASHCHIM MEDINIPUR,0.02,864.45,0.18,18.08809817
2020/01/23,WEST BENGAL,PURBA MEDINIPUR,0,482.66,0,23.40150584
2020/01/23,WEST BENGAL,BANKURA,0.01,648.18,0.08,18.3119087
2020/01/23,WEST BENGAL,HUGLI,0,403.99,0.01,25.21688854
2020/01/23,WEST BENGAL,UTTAR DINAJPUR,0,238.59,0,14.50471596
2020/01/23,WEST BENGAL,MALDAH,0.02,246.05,0.11,13.42152738
2020/01/23,WEST BENGAL,PURULIYA,0,421.18,0.01,13.24471699
2020/01/23,WEST BENGAL,DAKSHIN DINAJPUR,0,141.68,0,12.82143048
2020/01/23,WEST BENGAL,DARJILING,0,206.79,0,12.68709699
2020/01/23,WEST BENGAL,JALPAIGURI,0,347.87,0,10.95394696
2020/01/23,WEST BENGAL,NORTH 24 PARGANAS,0.11,412.61,1.11,13.95327081
2020/01/23,WEST BENGAL,NADIA,0,292.59,0,14.65856601
2020/01/23,WEST BENGAL,KOCH BIHAR,0,202.24,0,11.63736182
2020/01/23,WEST BENGAL,SOUTH 24 PARGANAS,0.06,484.14,0.52,17.0333222
2020/01/23,WEST BENGAL,BARDDHAMAN,0.03,733.13,0.2,20.48738106
2020/01/22,WEST BENGAL,BIRBHUM,0,544.76,0.01,23.5283581
2020/01/22,WEST BENGAL,MURSHIDABAD,0.01,521.54,0.05,19.18663203
2020/01/22,WEST BENGAL,KOLKATA,0.87,4.66,8.16,9.998581305
2020/01/22,WEST BENGAL,HAORA,0.06,122.24,0.6,16.57561059
2020/01/22,WEST BENGAL,PASHCHIM MEDINIPUR,0.02,890.95,0.21,18.64248652
2020/01/22,WEST BENGAL,PURBA MEDINIPUR,0,500.13,0.01,24.24846319
2020/01/22,WEST BENGAL,BANKURA,0.01,669.06,0.08,18.90176149
2020/01/22,WEST BENGAL,HUGLI,0,411.71,0.02,25.69866878
2020/01/22,WEST BENGAL,UTTAR DINAJPUR,0,240.21,0.01,14.60328414
2020/01/22,WEST BENGAL,MALDAH,0.02,247.35,0.11,13.49261982
2020/01/22,WEST BENGAL,PURULIYA,0,437.94,0.01,13.77181088
2020/01/22,WEST BENGAL,DAKSHIN DINAJPUR,0,142.21,0,12.86981031
2020/01/22,WEST BENGAL,DARJILING,0,207.32,0,12.7192342
2020/01/22,WEST BENGAL,JALPAIGURI,0,348.89,0,10.98592569
2020/01/22,WEST BENGAL,NORTH 24 PARGANAS,0.13,434.25,1.24,14.68512634
2020/01/22,WEST BENGAL,NADIA,0,298.16,0,14.93761701
2020/01/22,WEST BENGAL,KOCH BIHAR,0,202.91,0,11.6756086
2020/01/22,WEST BENGAL,SOUTH 24 PARGANAS,0.06,501.15,0.57,17.63149537
2020/01/22,WEST BENGAL,BARDDHAMAN,0.03,746.56,0.2,20.86267613
2020/01/21,WEST BENGAL,BIRBHUM,0,547.38,0.01,23.6414961
2020/01/21,WEST BENGAL,MURSHIDABAD,0.01,523.7,0.05,19.26606364
2020/01/21,WEST BENGAL,KOLKATA,0.87,4.75,8.19,10.18893548
2020/01/21,WEST BENGAL,HAORA,0.07,123.08,0.68,16.69005393
2020/01/21,WEST BENGAL,PASHCHIM MEDINIPUR,0.03,893.35,0.23,18.69286068
2020/01/21,WEST BENGAL,PURBA MEDINIPUR,0,498.99,0.01,24.19328868
2020/01/21,WEST BENGAL,BANKURA,0.01,675.49,0.09,19.08319593
2020/01/21,WEST BENGAL,HUGLI,0,413.47,0.02,25.80893331
2020/01/21,WEST BENGAL,UTTAR DINAJPUR,0,241.54,0.01,14.68382002
2020/01/21,WEST BENGAL,MALDAH,0.02,248.63,0.11,13.5621425
2020/01/21,WEST BENGAL,PURULIYA,0,444.48,0.02,13.97744736
2020/01/21,WEST BENGAL,DAKSHIN DINAJPUR,0,142.77,0,12.92067419
2020/01/21,WEST BENGAL,DARJILING,0,208.02,0,12.76251172
2020/01/21,WEST BENGAL,JALPAIGURI,0,350.43,0,11.03436748
2020/01/21,WEST BENGAL,NORTH 24 PARGANAS,0.13,437.8,1.26,14.80497447
2020/01/21,WEST BENGAL,NADIA,0,299.91,0,15.02552356
2020/01/21,WEST BENGAL,KOCH BIHAR,0,203.83,0,11.72900864
2020/01/21,WEST BENGAL,SOUTH 24 PARGANAS,0.06,506.4,0.58,17.81628043
2020/01/21,WEST BENGAL,BARDDHAMAN,0.03,750.88,0.2,20.98341099
2020/01/20,WEST BENGAL,BIRBHUM,0,549.79,0.01,23.74572459
2020/01/20,WEST BENGAL,MURSHIDABAD,0.01,525.9,0.05,19.34708422
2020/01/20,WEST BENGAL,KOLKATA,0.87,4.91,8.23,10.53237307
2020/01/20,WEST BENGAL,HAORA,0.08,124.47,0.8,16.87791989
2020/01/20,WEST BENGAL,PASHCHIM MEDINIPUR,0.03,898.66,0.25,18.80379033
2020/01/20,WEST BENGAL,PURBA MEDINIPUR,0,502.23,0.01,24.35047723
2020/01/20,WEST BENGAL,BANKURA,0.01,680.58,0.09,19.22707784
2020/01/20,WEST BENGAL,HUGLI,0,415.68,0.02,25.94668516
2020/01/20,WEST BENGAL,UTTAR DINAJPUR,0,242.76,0.02,14.75823004
2020/01/20,WEST BENGAL,MALDAH,0.02,249.83,0.11,13.62775234
2020/01/20,WEST BENGAL,PURULIYA,0,450.02,0.02,14.15177068
2020/01/20,WEST BENGAL,DAKSHIN DINAJPUR,0,143.46,0,12.98325517
2020/01/20,WEST BENGAL,DARJILING,0,208.83,0,12.81201571
2020/01/20,WEST BENGAL,JALPAIGURI,0,352.13,0,11.0880234
2020/01/20,WEST BENGAL,NORTH 24 PARGANAS,0.13,445.87,1.29,15.07785243
2020/01/20,WEST BENGAL,NADIA,0,301.54,0,15.1067655
2020/01/20,WEST BENGAL,KOCH BIHAR,0,204.62,0,11.77420707
2020/01/20,WEST BENGAL,SOUTH 24 PARGANAS,0.06,513.41,0.58,18.06309879
2020/01/20,WEST BENGAL,BARDDHAMAN,0.03,754.66,0.2,21.08914723
2020/01/19,WEST BENGAL,BIRBHUM,0,545.37,0.02,23.55471092
2020/01/19,WEST BENGAL,MURSHIDABAD,0.01,523.06,0.05,19.2427279
2020/01/19,WEST BENGAL,KOLKATA,0.87,4.76,8.23,10.21456902
2020/01/19,WEST BENGAL,HAORA,0.05,121.44,0.54,16.46720502
2020/01/19,WEST BENGAL,PASHCHIM MEDINIPUR,0.02,885.44,0.22,18.52722679
2020/01/19,WEST BENGAL,PURBA MEDINIPUR,0,495.6,0,24.02900799
2020/01/19,WEST BENGAL,BANKURA,0.01,671.38,0.09,18.96732785
2020/01/19,WEST BENGAL,HUGLI,0,411.75,0.02,25.70137504
2020/01/19,WEST BENGAL,UTTAR DINAJPUR,0,243.86,0.02,14.82513675
2020/01/19,WEST BENGAL,MALDAH,0.02,250.28,0.12,13.65229449
2020/01/19,WEST BENGAL,PURULIYA,0,444.36,0.02,13.97385963
2020/01/19,WEST BENGAL,DAKSHIN DINAJPUR,0,143.97,0,13.02919885
2020/01/19,WEST BENGAL,DARJILING,0,209.34,0,12.84329391
2020/01/19,WEST BENGAL,JALPAIGURI,0,353.56,0,11.13310112
2020/01/19,WEST BENGAL,NORTH 24 PARGANAS,0.12,441.31,1.19,14.92389775
2020/01/19,WEST BENGAL,NADIA,0,297.9,0,14.92437556
2020/01/19,WEST BENGAL,KOCH BIHAR,0,205.23,0,11.80920707
2020/01/19,WEST BENGAL,SOUTH 24 PARGANAS,0.06,506.54,0.57,17.82132579
2020/01/19,WEST BENGAL,BARDDHAMAN,0.03,746.17,0.21,20.8518974
2020/01/18,WEST BENGAL,BIRBHUM,0,547.16,0.02,23.63218823
2020/01/18,WEST BENGAL,MURSHIDABAD,0.01,524.71,0.05,19.30343196
2020/01/18,WEST BENGAL,KOLKATA,0.88,4.94,8.27,10.60225893
2020/01/18,WEST BENGAL,HAORA,0.07,123.39,0.75,16.73201036
2020/01/18,WEST BENGAL,PASHCHIM MEDINIPUR,0.03,892.65,0.24,18.67820598
2020/01/18,WEST BENGAL,PURBA MEDINIPUR,0,500,0.01,24.24245407
2020/01/18,WEST BENGAL,BANKURA,0.01,677.9,0.09,19.15130276
2020/01/18,WEST BENGAL,HUGLI,0,414.86,0.02,25.89537544
2020/01/18,WEST BENGAL,UTTAR DINAJPUR,0,244.91,0.03,14.88899308
2020/01/18,WEST BENGAL,MALDAH,0.02,249.81,0.12,13.62654729
2020/01/18,WEST BENGAL,PURULIYA,0,449.96,0.02,14.14988095
2020/01/18,WEST BENGAL,DAKSHIN DINAJPUR,0,141.46,0,12.80196799
2020/01/18,WEST BENGAL,DARJILING,0,210.09,0,12.8892024
2020/01/18,WEST BENGAL,JALPAIGURI,0,354.14,0,11.15119479
2020/01/18,WEST BENGAL,NORTH 24 PARGANAS,0.12,449.7,1.22,15.20745948
2020/01/18,WEST BENGAL,NADIA,0,299.9,0,15.02461251
2020/01/18,WEST BENGAL,KOCH BIHAR,0,206.08,0,11.8580639
2020/01/18,WEST BENGAL,SOUTH 24 PARGANAS,0.06,514.64,0.58,18.10615473
2020/01/18,WEST BENGAL,BARDDHAMAN,0.03,750.48,0.21,20.97221951
2020/01/17,WEST BENGAL,BIRBHUM,0,552,0.02,23.84103278
2020/01/17,WEST BENGAL,MURSHIDABAD,0.01,528.87,0.05,19.45644144
2020/01/17,WEST BENGAL,KOLKATA,0.88,5.16,8.31,11.07770518
2020/01/17,WEST BENGAL,HAORA,0.09,125.65,0.95,17.03725451
2020/01/17,WEST BENGAL,PASHCHIM MEDINIPUR,0.03,901.93,0.26,18.87236623
2020/01/17,WEST BENGAL,PURBA MEDINIPUR,0,505.18,0.01,24.4935903
2020/01/17,WEST BENGAL,BANKURA,0.02,685.53,0.1,19.36688177
2020/01/17,WEST BENGAL,HUGLI,0,418.02,0.03,26.09260481
2020/01/17,WEST BENGAL,UTTAR DINAJPUR,0.01,246.29,0.03,14.97289047
2020/01/17,WEST BENGAL,MALDAH,0.02,251.74,0.12,13.73208673
2020/01/17,WEST BENGAL,PURULIYA,0,458.41,0.02,14.41564193
2020/01/17,WEST BENGAL,DAKSHIN DINAJPUR,0,142.02,0,12.85262816
2020/01/17,WEST BENGAL,DARJILING,0,210.71,0,12.9277542
2020/01/17,WEST BENGAL,JALPAIGURI,0,355.12,0,11.18228594
2020/01/17,WEST BENGAL,NORTH 24 PARGANAS,0.13,458.79,1.26,15.51506874
2020/01/17,WEST BENGAL,NADIA,0,301.37,0,15.09829053
2020/01/17,WEST BENGAL,KOCH BIHAR,0,206.68,0,11.89280936
2020/01/17,WEST BENGAL,SOUTH 24 PARGANAS,0.07,523.96,0.6,18.43426276
2020/01/17,WEST BENGAL,BARDDHAMAN,0.03,755.68,0.22,21.11771536
2020/01/16,WEST BENGAL,BIRBHUM,0,555.5,0.02,23.9922808
2020/01/16,WEST BENGAL,MURSHIDABAD,0.01,531.49,0.06,19.55274779
2020/01/16,WEST BENGAL,KOLKATA,0.89,5.37,8.35,11.54056615
2020/01/16,WEST BENGAL,HAORA,0.11,127.74,1.15,17.32091991
2020/01/16,WEST BENGAL,PASHCHIM MEDINIPUR,0.03,909.51,0.27,19.03092779
2020/01/16,WEST BENGAL,PURBA MEDINIPUR,0,509.53,0.01,24.7043233
2020/01/16,WEST BENGAL,BANKURA,0.02,693.32,0.11,19.58690841
2020/01/16,WEST BENGAL,HUGLI,0,421.4,0.03,26.30380193
2020/01/16,WEST BENGAL,UTTAR DINAJPUR,0.01,247.73,0.04,15.06019404
2020/01/16,WEST BENGAL,MALDAH,0.02,253.37,0.13,13.82079098
2020/01/16,WEST BENGAL,PURULIYA,0.01,465.63,0.03,14.64259888
2020/01/16,WEST BENGAL,DAKSHIN DINAJPUR,0,142.53,0,12.89882352
2020/01/16,WEST BENGAL,DARJILING,0,209.22,0,12.83608359
2020/01/16,WEST BENGAL,JALPAIGURI,0,355.3,0,11.18787826
2020/01/16,WEST BENGAL,NORTH 24 PARGANAS,0.13,468.27,1.31,15.83536479
2020/01/16,WEST BENGAL,NADIA,0,303.71,0,15.21570031
2020/01/16,WEST BENGAL,KOCH BIHAR,0,207.72,0,11.95284131
2020/01/16,WEST BENGAL,SOUTH 24 PARGANAS,0.07,532.05,0.61,18.7188263
2020/01/16,WEST BENGAL,BARDDHAMAN,0.04,761.19,0.22,21.27164013
2020/01/15,WEST BENGAL,BIRBHUM,0,558.86,0.03,24.13748131
2020/01/15,WEST BENGAL,MURSHIDABAD,0.01,534.02,0.06,19.6457947
2020/01/15,WEST BENGAL,KOLKATA,0.89,5.59,8.39,11.99462428
2020/01/15,WEST BENGAL,HAORA,0.13,129.86,1.36,17.60828236
2020/01/15,WEST BENGAL,PASHCHIM MEDINIPUR,0.03,917.48,0.29,19.19766751
2020/01/15,WEST BENGAL,PURBA MEDINIPUR,0,513.98,0.01,24.92009922
2020/01/15,WEST BENGAL,BANKURA,0.02,701.2,0.11,19.80964807
2020/01/15,WEST BENGAL,HUGLI,0,424.68,0.03,26.50845987
2020/01/15,WEST BENGAL,UTTAR DINAJPUR,0.01,249.3,0.04,15.15574543
2020/01/15,WEST BENGAL,MALDAH,0.02,254.75,0.13,13.89578683
2020/01/15,WEST BENGAL,PURULIYA,0.01,473.26,0.03,14.88266024
2020/01/15,WEST BENGAL,DAKSHIN DINAJPUR,0,143.06,0,12.94698337
2020/01/15,WEST BENGAL,DARJILING,0,209.96,0,12.88123664
2020/01/15,WEST BENGAL,JALPAIGURI,0,356.93,0,11.23902646
2020/01/15,WEST BENGAL,NORTH 24 PARGANAS,0.14,478.8,1.35,16.19178011
2020/01/15,WEST BENGAL,NADIA,0,305.71,0,15.31585457
2020/01/15,WEST BENGAL,KOCH BIHAR,0,208.54,0,12.00007506
2020/01/15,WEST BENGAL,SOUTH 24 PARGANAS,0.07,540.83,0.64,19.02762799
2020/01/15,WEST BENGAL,BARDDHAMAN,0.04,766.67,0.23,21.42476745
2020/01/14,WEST BENGAL,BIRBHUM,0.01,566.95,0.03,24.48683826
2020/01/14,WEST BENGAL,MURSHIDABAD,0.01,542.14,0.06,19.94465348
2020/01/14,WEST BENGAL,KOLKATA,0.9,5.84,8.43,12.53533668
2020/01/14,WEST BENGAL,HAORA,0.15,132.41,1.61,17.95521847
2020/01/14,WEST BENGAL,PASHCHIM MEDINIPUR,0.03,927.01,0.31,19.39702982
2020/01/14,WEST BENGAL,PURBA MEDINIPUR,0,519.74,0.01,25.19933177
2020/01/14,WEST BENGAL,BANKURA,0.02,715.52,0.12,20.21413199
2020/01/14,WEST BENGAL,HUGLI,0,429.54,0.04,26.81187018
2020/01/14,WEST BENGAL,UTTAR DINAJPUR,0.01,250.06,0.05,15.20173942
