Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
2018/07/10,WEST BENGAL,KOLKATA,8.61,-,68.17,39.11994167
2018/07/10,WEST BENGAL,HAORA,6.14,-,66.89,40.39484211
2018/07/10,WEST BENGAL,PASHCHIM MEDINIPUR,6.57,-,48.84,39.00887799
2018/07/10,WEST BENGAL,PURBA MEDINIPUR,1.42,-,13.08,39.84406748
2018/07/10,WEST BENGAL,BANKURA,7.19,-,51.87,39.64743123
2018/07/10,WEST BENGAL,HUGLI,1.42,-,15.74,38.68656491
2018/07/10,WEST BENGAL,UTTAR DINAJPUR,4.95,-,31.66,26.42164722
2018/07/10,WEST BENGAL,MALDAH,2.06,-,13.58,26.06810624
2018/07/10,WEST BENGAL,PURULIYA,8.28,-,53.51,37.57869197
2018/07/10,WEST BENGAL,DAKSHIN DINAJPUR,3.7,-,24.6,25.58442377
2018/07/10,WEST BENGAL,DARJILING,4.8,-,29.69,28.44020865
2018/07/10,WEST BENGAL,JALPAIGURI,9.63,-,60.7,31.98713755
2018/07/10,WEST BENGAL,NORTH 24 PARGANAS,2.63,-,20.63,34.47297581
2018/07/10,WEST BENGAL,NADIA,7.1,-,49.55,38.87347315
2018/07/10,WEST BENGAL,KOCH BIHAR,12.38,-,64.82,30.20680903
2018/07/10,WEST BENGAL,SOUTH 24 PARGANAS,3.48,-,31.56,35.45540929
2018/07/10,WEST BENGAL,BARDDHAMAN,3.95,-,27.65,41.96026088
2018/07/09,WEST BENGAL,BIRBHUM,1.54,-,12.77,36.06220833
2018/07/09,WEST BENGAL,MURSHIDABAD,1.2,-,8.13,30.47837517
2018/07/09,WEST BENGAL,KOLKATA,8.09,-,64,38.04628496
2018/07/09,WEST BENGAL,HAORA,5.99,-,65.41,39.45086844
2018/07/09,WEST BENGAL,PASHCHIM MEDINIPUR,6.67,-,49.55,39.2200476
2018/07/09,WEST BENGAL,PURBA MEDINIPUR,1.45,-,13.45,39.9618872
2018/07/09,WEST BENGAL,BANKURA,7.32,-,52.74,39.9945048
2018/07/09,WEST BENGAL,HUGLI,1.42,-,15.78,39.11023009
2018/07/09,WEST BENGAL,UTTAR DINAJPUR,5.47,-,35,28.44014147
2018/07/09,WEST BENGAL,MALDAH,2.18,-,14.37,27.64071678
2018/07/09,WEST BENGAL,PURULIYA,8.66,-,56,38.7171852
2018/07/09,WEST BENGAL,DAKSHIN DINAJPUR,3.87,-,25.74,27.59738609
2018/07/09,WEST BENGAL,DARJILING,5,-,30.9,28.15921637
2018/07/09,WEST BENGAL,JALPAIGURI,10.4,-,65.52,33.83132485
2018/07/09,WEST BENGAL,NORTH 24 PARGANAS,2.61,-,20.51,35.23484358
2018/07/09,WEST BENGAL,NADIA,7.11,-,49.52,39.60928629
2018/07/09,WEST BENGAL,KOCH BIHAR,12.82,-,67.31,32.17208555
2018/07/09,WEST BENGAL,SOUTH 24 PARGANAS,3.38,-,30.76,35.91518442
2018/07/09,WEST BENGAL,BARDDHAMAN,4.01,-,27.97,42.29667219
2018/07/08,WEST BENGAL,BIRBHUM,1.53,-,12.77,36.5663284
2018/07/08,WEST BENGAL,MURSHIDABAD,1.23,-,8.33,31.07441239
2018/07/08,WEST BENGAL,KOLKATA,8.01,-,63.35,37.94360443
2018/07/08,WEST BENGAL,HAORA,6.04,-,65.97,39.57424985
2018/07/08,WEST BENGAL,PASHCHIM MEDINIPUR,6.82,-,50.56,39.82218411
2018/07/08,WEST BENGAL,PURBA MEDINIPUR,1.46,-,13.54,41.38912268
2018/07/08,WEST BENGAL,BANKURA,7,-,50.55,39.01836007
2018/07/08,WEST BENGAL,HUGLI,1.43,-,15.89,39.25489569
2018/07/08,WEST BENGAL,UTTAR DINAJPUR,5.96,-,38.12,30.28663249
2018/07/08,WEST BENGAL,MALDAH,2.37,-,15.59,29.4892163
2018/07/08,WEST BENGAL,PURULIYA,8.18,-,52.94,37.31243905
2018/07/08,WEST BENGAL,DAKSHIN DINAJPUR,4.39,-,29.17,29.77313653
2018/07/08,WEST BENGAL,DARJILING,5.38,-,33.23,28.55647255
2018/07/08,WEST BENGAL,JALPAIGURI,11.29,-,71.14,35.71224289
2018/07/08,WEST BENGAL,NORTH 24 PARGANAS,2.62,-,20.62,35.54163119
2018/07/08,WEST BENGAL,NADIA,6.23,-,43.56,36.00517035
2018/07/08,WEST BENGAL,KOCH BIHAR,13.61,-,71.71,34.52925704
2018/07/08,WEST BENGAL,SOUTH 24 PARGANAS,3.58,-,32.68,37.24180324
2018/07/08,WEST BENGAL,BARDDHAMAN,3.76,-,26.32,40.10914374
2018/07/07,WEST BENGAL,BIRBHUM,1.54,-,12.85,37.62139772
2018/07/07,WEST BENGAL,MURSHIDABAD,1.28,-,8.66,32.11771996
2018/07/07,WEST BENGAL,KOLKATA,9.2,-,72.94,40.46076951
2018/07/07,WEST BENGAL,HAORA,6.28,-,68.05,41.81945461
2018/07/07,WEST BENGAL,PASHCHIM MEDINIPUR,7.52,-,55.75,42.19275556
2018/07/07,WEST BENGAL,PURBA MEDINIPUR,1.52,-,14.11,43.22049838
2018/07/07,WEST BENGAL,BANKURA,7.15,-,51.68,39.5134753
2018/07/07,WEST BENGAL,HUGLI,1.49,-,16.4,41.01042519
2018/07/07,WEST BENGAL,UTTAR DINAJPUR,6.49,-,41.53,32.4389982
2018/07/07,WEST BENGAL,MALDAH,2.63,-,17.28,31.19310183
2018/07/07,WEST BENGAL,PURULIYA,8.36,-,54.21,37.70798445
2018/07/07,WEST BENGAL,DAKSHIN DINAJPUR,4.99,-,33.12,31.54993049
2018/07/07,WEST BENGAL,DARJILING,5.89,-,36.37,29.70092514
2018/07/07,WEST BENGAL,JALPAIGURI,12.27,-,77.28,37.75266289
2018/07/07,WEST BENGAL,NORTH 24 PARGANAS,2.76,-,21.7,36.73534257
2018/07/07,WEST BENGAL,NADIA,6.62,-,46.1,37.03194113
2018/07/07,WEST BENGAL,KOCH BIHAR,14.43,-,76.27,36.71606384
2018/07/07,WEST BENGAL,SOUTH 24 PARGANAS,3.85,-,35.13,38.69485108
2018/07/07,WEST BENGAL,BARDDHAMAN,3.8,-,26.65,41.06278533
2018/07/06,WEST BENGAL,BIRBHUM,1.69,-,13.94,40.18372185
2018/07/06,WEST BENGAL,MURSHIDABAD,1.36,-,9.18,33.93216168
2018/07/06,WEST BENGAL,KOLKATA,9.07,-,71.9,40.20738497
2018/07/06,WEST BENGAL,HAORA,6.27,-,68.08,41.42487697
2018/07/06,WEST BENGAL,PASHCHIM MEDINIPUR,7.26,-,53.85,41.41926009
2018/07/06,WEST BENGAL,PURBA MEDINIPUR,1.53,-,14.29,43.07110169
2018/07/06,WEST BENGAL,BANKURA,7.48,-,53.94,40.43177988
2018/07/06,WEST BENGAL,HUGLI,1.56,-,16.99,42.50014174
2018/07/06,WEST BENGAL,UTTAR DINAJPUR,7.01,-,44.83,34.78695451
2018/07/06,WEST BENGAL,MALDAH,4,-,26.45,35.75153695
2018/07/06,WEST BENGAL,PURULIYA,9.22,-,59.74,40.24046047
2018/07/06,WEST BENGAL,DAKSHIN DINAJPUR,5.86,-,38.87,34.01739426
2018/07/06,WEST BENGAL,DARJILING,6.48,-,40.02,30.92825401
2018/07/06,WEST BENGAL,JALPAIGURI,13.29,-,83.79,39.88388423
2018/07/06,WEST BENGAL,NORTH 24 PARGANAS,3.05,-,23.83,38.66262329
2018/07/06,WEST BENGAL,NADIA,6.96,-,48.44,38.3058055
2018/07/06,WEST BENGAL,KOCH BIHAR,15.46,-,82.03,39.33404476
2018/07/06,WEST BENGAL,SOUTH 24 PARGANAS,4.03,-,36.84,40.42039429
2018/07/06,WEST BENGAL,BARDDHAMAN,4.18,-,29.15,42.04445111
2018/07/05,WEST BENGAL,BIRBHUM,1.75,-,14.4,42.46031066
2018/07/05,WEST BENGAL,MURSHIDABAD,1.44,-,9.79,35.91033614
2018/07/05,WEST BENGAL,KOLKATA,9.09,-,72.03,40.24903908
2018/07/05,WEST BENGAL,HAORA,6.29,-,68.2,42.40215655
2018/07/05,WEST BENGAL,PASHCHIM MEDINIPUR,7.27,-,53.87,41.4645693
2018/07/05,WEST BENGAL,PURBA MEDINIPUR,1.59,-,14.84,43.81873016
2018/07/05,WEST BENGAL,BANKURA,7.26,-,52.49,39.93597814
2018/07/05,WEST BENGAL,HUGLI,1.61,-,17.29,44.56626123
2018/07/05,WEST BENGAL,UTTAR DINAJPUR,6.93,-,44.33,35.34476171
2018/07/05,WEST BENGAL,MALDAH,1.73,-,11.38,29.83976699
2018/07/05,WEST BENGAL,PURULIYA,8.99,-,58.32,39.55273235
2018/07/05,WEST BENGAL,DAKSHIN DINAJPUR,6.36,-,42.15,35.0350966
2018/07/05,WEST BENGAL,DARJILING,6.97,-,42.97,31.99306005
2018/07/05,WEST BENGAL,JALPAIGURI,13.94,-,87.94,41.26925646
2018/07/05,WEST BENGAL,NORTH 24 PARGANAS,3.36,-,26.2,40.82269977
2018/07/05,WEST BENGAL,NADIA,7.33,-,50.99,39.84879587
2018/07/05,WEST BENGAL,KOCH BIHAR,16.29,-,86.82,41.5101896
2018/07/05,WEST BENGAL,SOUTH 24 PARGANAS,4.07,-,37.24,40.9612694
2018/07/05,WEST BENGAL,BARDDHAMAN,4.08,-,28.44,41.47779257
2018/07/04,WEST BENGAL,BIRBHUM,1.76,-,14.48,42.78100175
2018/07/04,WEST BENGAL,MURSHIDABAD,1.6,-,10.87,38.29513938
2018/07/04,WEST BENGAL,KOLKATA,9.35,-,74.16,40.82240122
2018/07/04,WEST BENGAL,HAORA,6.32,-,68.5,42.88508535
2018/07/04,WEST BENGAL,PASHCHIM MEDINIPUR,7.58,-,56.29,42.64182215
2018/07/04,WEST BENGAL,PURBA MEDINIPUR,1.61,-,15.03,44.68007913
2018/07/04,WEST BENGAL,BANKURA,7.88,-,57.04,41.81610139
2018/07/04,WEST BENGAL,HUGLI,1.67,-,17.8,45.49329902
2018/07/04,WEST BENGAL,UTTAR DINAJPUR,6.94,-,44.44,35.92308072
2018/07/04,WEST BENGAL,MALDAH,2,-,13.19,32.3614567
2018/07/04,WEST BENGAL,PURULIYA,9.46,-,61.44,40.96526642
2018/07/04,WEST BENGAL,DAKSHIN DINAJPUR,7.47,-,49.51,37.94578944
2018/07/04,WEST BENGAL,DARJILING,7.8,-,48.03,33.83167673
2018/07/04,WEST BENGAL,JALPAIGURI,14.36,-,90.59,42.18765119
2018/07/04,WEST BENGAL,NORTH 24 PARGANAS,3.43,-,26.76,41.76168394
2018/07/04,WEST BENGAL,NADIA,7.5,-,52.15,41.08031046
2018/07/04,WEST BENGAL,KOCH BIHAR,16.83,-,89.92,42.92381819
2018/07/04,WEST BENGAL,SOUTH 24 PARGANAS,4.12,-,37.75,41.45114219
2018/07/04,WEST BENGAL,BARDDHAMAN,4.15,-,28.95,43.2787732
2018/07/03,WEST BENGAL,BIRBHUM,1.85,-,15.15,44.49898852
2018/07/03,WEST BENGAL,MURSHIDABAD,1.96,-,13.16,41.52521984
2018/07/03,WEST BENGAL,KOLKATA,9.56,-,75.75,41.29465894
2018/07/03,WEST BENGAL,HAORA,6.34,-,68.68,43.04629604
2018/07/03,WEST BENGAL,PASHCHIM MEDINIPUR,7.49,-,55.65,42.31949741
2018/07/03,WEST BENGAL,PURBA MEDINIPUR,1.45,-,13.36,41.6631795
2018/07/03,WEST BENGAL,BANKURA,8,-,58.01,42.22079288
2018/07/03,WEST BENGAL,HUGLI,1.68,-,17.88,45.7025516
2018/07/03,WEST BENGAL,UTTAR DINAJPUR,6.98,-,44.71,36.32430303
2018/07/03,WEST BENGAL,MALDAH,2.73,-,18.05,35.15928396
2018/07/03,WEST BENGAL,PURULIYA,9.15,-,59.5,40.12579859
2018/07/03,WEST BENGAL,DAKSHIN DINAJPUR,7.74,-,51.32,38.86788159
2018/07/03,WEST BENGAL,DARJILING,7.48,-,46.12,33.39960621
2018/07/03,WEST BENGAL,JALPAIGURI,14.34,-,90.5,42.16912562
2018/07/03,WEST BENGAL,NORTH 24 PARGANAS,3.46,-,26.99,41.60445099
2018/07/03,WEST BENGAL,NADIA,7.63,-,52.92,42.17496614
2018/07/03,WEST BENGAL,KOCH BIHAR,16.84,-,89.96,42.95634231
2018/07/03,WEST BENGAL,SOUTH 24 PARGANAS,3.75,-,33.89,38.89371592
2018/07/03,WEST BENGAL,BARDDHAMAN,4.26,-,29.65,44.13288335
2018/07/02,WEST BENGAL,BIRBHUM,1.82,-,14.87,44.66853539
2018/07/02,WEST BENGAL,MURSHIDABAD,1.85,-,12.23,42.3094022
2018/07/02,WEST BENGAL,KOLKATA,7.72,-,60.98,37.37470292
2018/07/02,WEST BENGAL,HAORA,6.22,-,67.67,42.48826742
2018/07/02,WEST BENGAL,PASHCHIM MEDINIPUR,7.55,-,56.08,42.44071773
2018/07/02,WEST BENGAL,PURBA MEDINIPUR,1.44,-,13.37,41.57687669
2018/07/02,WEST BENGAL,BANKURA,8.06,-,58.36,42.48127498
2018/07/02,WEST BENGAL,HUGLI,1.67,-,17.78,45.38566982
2018/07/02,WEST BENGAL,UTTAR DINAJPUR,7.23,-,46.37,37.17219533
2018/07/02,WEST BENGAL,MALDAH,3.78,-,24.97,38.31840727
2018/07/02,WEST BENGAL,PURULIYA,9.7,-,63.07,41.64037933
2018/07/02,WEST BENGAL,DAKSHIN DINAJPUR,7.68,-,50.9,39.58145817
2018/07/02,WEST BENGAL,DARJILING,6.21,-,38.35,31.78273942
2018/07/02,WEST BENGAL,JALPAIGURI,14.01,-,88.38,41.67897847
2018/07/02,WEST BENGAL,NORTH 24 PARGANAS,3.22,-,25.12,40.6476984
2018/07/02,WEST BENGAL,NADIA,7.6,-,52.5,42.49985955
2018/07/02,WEST BENGAL,KOCH BIHAR,16.81,-,89.8,42.86770265
2018/07/02,WEST BENGAL,SOUTH 24 PARGANAS,3.43,-,31.3,37.8699452
2018/07/02,WEST BENGAL,BARDDHAMAN,4.22,-,29.26,43.89370608
2018/07/01,WEST BENGAL,BIRBHUM,1.66,-,13.67,42.59494611
2018/07/01,WEST BENGAL,MURSHIDABAD,0.92,-,6.18,40.21376998
2018/07/01,WEST BENGAL,KOLKATA,6.61,-,52.11,34.7391909
2018/07/01,WEST BENGAL,HAORA,5.87,-,64.66,38.9432016
2018/07/01,WEST BENGAL,PASHCHIM MEDINIPUR,6.46,-,47.97,39.24053073
2018/07/01,WEST BENGAL,PURBA MEDINIPUR,1.46,-,13.53,40.24257141
2018/07/01,WEST BENGAL,BANKURA,7.14,-,51.59,40.06867659
2018/07/01,WEST BENGAL,HUGLI,1.6,-,17.28,43.51927043
2018/07/01,WEST BENGAL,UTTAR DINAJPUR,6.23,-,39.81,34.01726552
2018/07/01,WEST BENGAL,MALDAH,0.43,-,2.76,31.52356234
2018/07/01,WEST BENGAL,PURULIYA,9,-,58.19,40.21989937
2018/07/01,WEST BENGAL,DAKSHIN DINAJPUR,2.57,-,17.12,30.56958118
2018/07/01,WEST BENGAL,DARJILING,5.65,-,34.91,30.75992067
2018/07/01,WEST BENGAL,JALPAIGURI,13.9,-,87.68,41.52388371
2018/07/01,WEST BENGAL,NORTH 24 PARGANAS,2.68,-,21.09,37.12064987
2018/07/01,WEST BENGAL,NADIA,5.24,-,36.13,38.67670093
2018/07/01,WEST BENGAL,KOCH BIHAR,16.79,-,89.71,42.82273477
2018/07/01,WEST BENGAL,SOUTH 24 PARGANAS,2.99,-,27.51,36.55894621
2018/07/01,WEST BENGAL,BARDDHAMAN,3.74,-,25.79,42.46794773
2018/08/31,WEST BENGAL,BIRBHUM,1.69,-,14.01,40.65115105
2018/08/31,WEST BENGAL,MURSHIDABAD,2.86,-,20.35,35.56669907
2018/08/31,WEST BENGAL,KOLKATA,9.36,-,74.28,40.85478721
2018/08/31,WEST BENGAL,HAORA,6.21,-,67.51,41.05916489
2018/08/31,WEST BENGAL,PASHCHIM MEDINIPUR,7.8,-,57.9,42.3983701
2018/08/31,WEST BENGAL,PURBA MEDINIPUR,1.54,-,14.3,42.09549744
2018/08/31,WEST BENGAL,BANKURA,8.17,-,59.41,42.33631504
2018/08/31,WEST BENGAL,HUGLI,1.64,-,17.55,43.94610412
2018/08/31,WEST BENGAL,UTTAR DINAJPUR,11.06,-,71.61,41.03026717
2018/08/31,WEST BENGAL,MALDAH,7.75,-,53.14,39.15056044
2018/08/31,WEST BENGAL,PURULIYA,10.11,-,65.95,41.88939789
2018/08/31,WEST BENGAL,DAKSHIN DINAJPUR,7.64,-,50.65,36.38384983
2018/08/31,WEST BENGAL,DARJILING,8.93,-,54.91,34.47687277
2018/08/31,WEST BENGAL,JALPAIGURI,13.71,-,86.49,40.73447764
2018/08/31,WEST BENGAL,NORTH 24 PARGANAS,3.05,-,23.79,38.84224517
2018/08/31,WEST BENGAL,NADIA,6.99,-,49.42,37.45092032
2018/08/31,WEST BENGAL,KOCH BIHAR,14.92,-,79.02,37.86378932
2018/08/31,WEST BENGAL,SOUTH 24 PARGANAS,3.77,-,34.63,39.48882863
2018/08/31,WEST BENGAL,BARDDHAMAN,4.21,-,29.62,42.47696969
2018/08/30,WEST BENGAL,BIRBHUM,1.68,-,13.93,40.3441414
2018/08/30,WEST BENGAL,MURSHIDABAD,2.9,-,20.6,36.32999102
2018/08/30,WEST BENGAL,KOLKATA,9.34,-,74.06,40.80802052
2018/08/30,WEST BENGAL,HAORA,6.2,-,67.48,41.31048954
2018/08/30,WEST BENGAL,PASHCHIM MEDINIPUR,7.69,-,57.11,42.1114432
2018/08/30,WEST BENGAL,PURBA MEDINIPUR,1.55,-,14.43,42.68788473
2018/08/30,WEST BENGAL,BANKURA,8.04,-,58.42,41.85285301
2018/08/30,WEST BENGAL,HUGLI,1.61,-,17.35,43.31707422
2018/08/30,WEST BENGAL,UTTAR DINAJPUR,10.66,-,68.89,40.00395236
2018/08/30,WEST BENGAL,MALDAH,7.09,-,48.72,37.08275927
2018/08/30,WEST BENGAL,PURULIYA,9.98,-,65.11,41.59794769
2018/08/30,WEST BENGAL,DAKSHIN DINAJPUR,6.13,-,40.72,33.26865354
2018/08/30,WEST BENGAL,DARJILING,9.29,-,57.1,35.69972506
2018/08/30,WEST BENGAL,JALPAIGURI,14.06,-,88.64,41.44631762
2018/08/30,WEST BENGAL,NORTH 24 PARGANAS,3.03,-,23.58,38.46718009
2018/08/30,WEST BENGAL,NADIA,7.13,-,50.39,38.36439789
2018/08/30,WEST BENGAL,KOCH BIHAR,15.34,-,81.52,38.9258799
2018/08/30,WEST BENGAL,SOUTH 24 PARGANAS,3.81,-,34.89,39.6456627
2018/08/30,WEST BENGAL,BARDDHAMAN,4.23,-,29.72,42.29639851
2018/08/29,WEST BENGAL,BIRBHUM,1.71,-,14.15,41.98449855
2018/08/29,WEST BENGAL,MURSHIDABAD,3.17,-,22.35,38.59502751
2018/08/29,WEST BENGAL,KOLKATA,9.43,-,74.8,40.98880595
2018/08/29,WEST BENGAL,HAORA,6.22,-,67.68,41.05462292
2018/08/29,WEST BENGAL,PASHCHIM MEDINIPUR,7.7,-,57.06,42.02180422
2018/08/29,WEST BENGAL,PURBA MEDINIPUR,1.58,-,14.69,43.04189943
2018/08/29,WEST BENGAL,BANKURA,7.97,-,57.88,41.76885332
2018/08/29,WEST BENGAL,HUGLI,1.56,-,16.99,42.85684874
2018/08/29,WEST BENGAL,UTTAR DINAJPUR,10.29,-,66.5,39.06763858
2018/08/29,WEST BENGAL,MALDAH,7.42,-,50.86,38.29806839
2018/08/29,WEST BENGAL,PURULIYA,9.94,-,64.67,41.47172205
2018/08/29,WEST BENGAL,DAKSHIN DINAJPUR,7.16,-,47.45,35.40704766
2018/08/29,WEST BENGAL,DARJILING,8.63,-,53.09,34.27624502
2018/08/29,WEST BENGAL,JALPAIGURI,13.96,-,88.01,41.23303495
2018/08/29,WEST BENGAL,NORTH 24 PARGANAS,3.14,-,24.36,38.78336634
2018/08/29,WEST BENGAL,NADIA,7.61,-,53.59,40.24988154
2018/08/29,WEST BENGAL,KOCH BIHAR,15.16,-,80.6,38.4121801
2018/08/29,WEST BENGAL,SOUTH 24 PARGANAS,3.9,-,35.69,39.84761457
2018/08/29,WEST BENGAL,BARDDHAMAN,4.27,-,30.08,43.59348294
2018/08/28,WEST BENGAL,BIRBHUM,1.73,-,14.31,42.62080211
2018/08/28,WEST BENGAL,MURSHIDABAD,3.35,-,23.6,40.43130268
2018/08/28,WEST BENGAL,KOLKATA,8.29,-,65.57,38.64002459
2018/08/28,WEST BENGAL,HAORA,6.14,-,66.93,40.39768873
2018/08/28,WEST BENGAL,PASHCHIM MEDINIPUR,7.86,-,58.3,42.63465582
2018/08/28,WEST BENGAL,PURBA MEDINIPUR,1.62,-,15.16,44.18898139
2018/08/28,WEST BENGAL,BANKURA,8.15,-,59.22,42.26411616
2018/08/28,WEST BENGAL,HUGLI,1.61,-,17.36,43.88395322
2018/08/28,WEST BENGAL,UTTAR DINAJPUR,9.9,-,64.09,38.29905123
2018/08/28,WEST BENGAL,MALDAH,8.25,-,56.39,40.48466967
2018/08/28,WEST BENGAL,PURULIYA,10.13,-,66.07,41.97538854
2018/08/28,WEST BENGAL,DAKSHIN DINAJPUR,8.24,-,54.61,37.67968052
2018/08/28,WEST BENGAL,DARJILING,8.05,-,49.5,33.35425331
2018/08/28,WEST BENGAL,JALPAIGURI,13.22,-,83.38,39.68142906
2018/08/28,WEST BENGAL,NORTH 24 PARGANAS,3.08,-,23.82,38.66122999
2018/08/28,WEST BENGAL,NADIA,7.79,-,54.78,40.98853161
2018/08/28,WEST BENGAL,KOCH BIHAR,14.4,-,76.07,36.78335621
2018/08/28,WEST BENGAL,SOUTH 24 PARGANAS,3.66,-,33.6,38.61705109
2018/08/28,WEST BENGAL,BARDDHAMAN,4.3,-,30.21,43.83894287
2018/08/27,WEST BENGAL,BIRBHUM,1.75,-,14.45,43.07719599
2018/08/27,WEST BENGAL,MURSHIDABAD,3.55,-,24.95,41.72728732
2018/08/27,WEST BENGAL,KOLKATA,9.4,-,74.52,40.92540281
2018/08/27,WEST BENGAL,HAORA,6.3,-,68.32,42.23474039
2018/08/27,WEST BENGAL,PASHCHIM MEDINIPUR,7.92,-,58.73,42.89817925
2018/08/27,WEST BENGAL,PURBA MEDINIPUR,1.63,-,15.3,44.21559132
2018/08/27,WEST BENGAL,BANKURA,8.18,-,59.44,42.35450805
2018/08/27,WEST BENGAL,HUGLI,1.64,-,17.55,44.58682623
2018/08/27,WEST BENGAL,UTTAR DINAJPUR,10.09,-,65.34,38.84447049
2018/08/27,WEST BENGAL,MALDAH,8.04,-,55,40.01138832
2018/08/27,WEST BENGAL,PURULIYA,10.14,-,66.16,42.02028025
2018/08/27,WEST BENGAL,DAKSHIN DINAJPUR,8.53,-,56.5,38.26680927
2018/08/27,WEST BENGAL,DARJILING,8.24,-,50.64,33.26053354
2018/08/27,WEST BENGAL,JALPAIGURI,13.32,-,84.02,39.89725655
2018/08/27,WEST BENGAL,NORTH 24 PARGANAS,3.24,-,25.13,39.76970317
2018/08/27,WEST BENGAL,NADIA,8.07,-,56.7,41.99161437
2018/08/27,WEST BENGAL,KOCH BIHAR,14.77,-,78.02,37.72534922
2018/08/27,WEST BENGAL,SOUTH 24 PARGANAS,3.91,-,35.72,39.73132206
2018/08/27,WEST BENGAL,BARDDHAMAN,4.32,-,30.39,44.09432374
2018/08/26,WEST BENGAL,BIRBHUM,1.78,-,14.7,43.92569759
2018/08/26,WEST BENGAL,MURSHIDABAD,3.82,-,26.76,43.17804969
2018/08/26,WEST BENGAL,KOLKATA,9.36,-,74.26,40.85255216
2018/08/26,WEST BENGAL,HAORA,6.29,-,68.27,42.11571394
2018/08/26,WEST BENGAL,PASHCHIM MEDINIPUR,7.87,-,58.39,42.75134782
2018/08/26,WEST BENGAL,PURBA MEDINIPUR,1.6,-,14.99,43.72217502
2018/08/26,WEST BENGAL,BANKURA,8.15,-,59.27,42.27833656
2018/08/26,WEST BENGAL,HUGLI,1.64,-,17.54,44.44795428
2018/08/26,WEST BENGAL,UTTAR DINAJPUR,10.78,-,69.83,40.3950914
2018/08/26,WEST BENGAL,MALDAH,8.69,-,59.46,41.69825681
2018/08/26,WEST BENGAL,PURULIYA,10.08,-,65.79,41.87253024
2018/08/26,WEST BENGAL,DAKSHIN DINAJPUR,9.35,-,61.93,39.95015763
2018/08/26,WEST BENGAL,DARJILING,8.32,-,51.08,33.14396065
2018/08/26,WEST BENGAL,JALPAIGURI,13.68,-,86.26,40.64970274
2018/08/26,WEST BENGAL,NORTH 24 PARGANAS,3.18,-,24.78,39.71821308
2018/08/26,WEST BENGAL,NADIA,8.08,-,56.77,42.21950938
2018/08/26,WEST BENGAL,KOCH BIHAR,14.99,-,79.34,38.25711319
2018/08/26,WEST BENGAL,SOUTH 24 PARGANAS,3.89,-,35.46,39.81126459
2018/08/26,WEST BENGAL,BARDDHAMAN,4.31,-,30.36,44.07444127
2018/08/25,WEST BENGAL,BIRBHUM,1.82,-,15.02,44.4300003
2018/08/25,WEST BENGAL,MURSHIDABAD,3.9,-,27.32,43.61505873
2018/08/25,WEST BENGAL,KOLKATA,9.37,-,74.29,40.85872109
2018/08/25,WEST BENGAL,HAORA,6.29,-,68.26,42.2442459
2018/08/25,WEST BENGAL,PASHCHIM MEDINIPUR,7.93,-,58.83,42.90544899
2018/08/25,WEST BENGAL,PURBA MEDINIPUR,1.63,-,15.35,44.45723904
2018/08/25,WEST BENGAL,BANKURA,8.16,-,59.28,42.29044726
2018/08/25,WEST BENGAL,HUGLI,1.64,-,17.54,44.57463179
2018/08/25,WEST BENGAL,UTTAR DINAJPUR,11.03,-,71.42,40.92809824
2018/08/25,WEST BENGAL,MALDAH,8.79,-,60.16,41.93730608
2018/08/25,WEST BENGAL,PURULIYA,10.1,-,65.89,41.9222325
2018/08/25,WEST BENGAL,DAKSHIN DINAJPUR,10.04,-,66.54,41.3789536
2018/08/25,WEST BENGAL,DARJILING,9,-,55.22,33.94143722
2018/08/25,WEST BENGAL,JALPAIGURI,14.05,-,88.6,41.43161256
2018/08/25,WEST BENGAL,NORTH 24 PARGANAS,3.28,-,25.62,40.66902996
2018/08/25,WEST BENGAL,NADIA,8.11,-,56.97,42.38624423
2018/08/25,WEST BENGAL,KOCH BIHAR,15.75,-,83.71,40.09667226
2018/08/25,WEST BENGAL,SOUTH 24 PARGANAS,4,-,36.65,40.90128515
2018/08/25,WEST BENGAL,BARDDHAMAN,4.33,-,30.47,44.16350958
2018/08/24,WEST BENGAL,BIRBHUM,1.83,-,15.08,44.52175916
2018/08/24,WEST BENGAL,MURSHIDABAD,3.92,-,27.45,43.7128007
2018/08/24,WEST BENGAL,KOLKATA,9.19,-,72.81,40.51172262
2018/08/24,WEST BENGAL,HAORA,6.29,-,68.25,42.28866857
2018/08/24,WEST BENGAL,PASHCHIM MEDINIPUR,7.9,-,58.6,42.83924535
2018/08/24,WEST BENGAL,PURBA MEDINIPUR,1.64,-,15.42,44.57804422
2018/08/24,WEST BENGAL,BANKURA,8.2,-,59.61,42.4171369
2018/08/24,WEST BENGAL,HUGLI,1.64,-,17.56,44.62210713
2018/08/24,WEST BENGAL,UTTAR DINAJPUR,11.42,-,73.95,41.78839052
2018/08/24,WEST BENGAL,MALDAH,8.97,-,61.39,42.39958562
2018/08/24,WEST BENGAL,PURULIYA,9.94,-,64.7,41.448489
2018/08/24,WEST BENGAL,DAKSHIN DINAJPUR,10.29,-,68.19,41.88638243
2018/08/24,WEST BENGAL,DARJILING,10.55,-,64.77,36.42939568
2018/08/24,WEST BENGAL,JALPAIGURI,13.94,-,87.91,41.20208255
