Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
2018/09/16,WEST BENGAL,PASHCHIM MEDINIPUR,7.44,-,55.13,41.09688411
2018/09/16,WEST BENGAL,PURBA MEDINIPUR,1.45,-,13.4,39.80479426
2018/09/16,WEST BENGAL,BANKURA,7.66,-,55.52,40.74300471
2018/09/16,WEST BENGAL,HUGLI,1.57,-,16.98,42.71572344
2018/09/16,WEST BENGAL,UTTAR DINAJPUR,9.16,-,59.21,36.71233485
2018/09/16,WEST BENGAL,MALDAH,5.66,-,39.23,33.89802565
2018/09/16,WEST BENGAL,PURULIYA,10.14,-,66.21,42.03728055
2018/09/16,WEST BENGAL,DAKSHIN DINAJPUR,7.29,-,48.33,35.66979874
2018/09/16,WEST BENGAL,DARJILING,8.95,-,55.18,32.4287431
2018/09/16,WEST BENGAL,JALPAIGURI,12.88,-,81.17,38.94482772
2018/09/16,WEST BENGAL,NORTH 24 PARGANAS,2.6,-,20.63,36.57839842
2018/09/16,WEST BENGAL,NADIA,6.55,-,46.6,37.09645327
2018/09/16,WEST BENGAL,KOCH BIHAR,15.09,-,79.71,38.52069787
2018/09/16,WEST BENGAL,SOUTH 24 PARGANAS,3.4,-,31.03,36.64057687
2018/09/16,WEST BENGAL,BARDDHAMAN,4.02,-,28.37,41.2535594
2018/09/15,WEST BENGAL,BIRBHUM,1.81,-,14.9,43.60608126
2018/09/15,WEST BENGAL,MURSHIDABAD,3.61,-,25.35,41.2688667
2018/09/15,WEST BENGAL,KOLKATA,9,-,71.39,40.05208292
2018/09/15,WEST BENGAL,HAORA,6.28,-,68.14,42.13326866
2018/09/15,WEST BENGAL,PASHCHIM MEDINIPUR,7.9,-,58.6,42.521861
2018/09/15,WEST BENGAL,PURBA MEDINIPUR,1.44,-,13.3,39.9540129
2018/09/15,WEST BENGAL,BANKURA,8.11,-,58.94,42.1026462
2018/09/15,WEST BENGAL,HUGLI,1.62,-,17.43,44.22204791
2018/09/15,WEST BENGAL,UTTAR DINAJPUR,10.33,-,66.8,39.32817091
2018/09/15,WEST BENGAL,MALDAH,6.52,-,44.95,36.36900902
2018/09/15,WEST BENGAL,PURULIYA,9.99,-,65.16,41.54916834
2018/09/15,WEST BENGAL,DAKSHIN DINAJPUR,8.51,-,56.4,38.21559163
2018/09/15,WEST BENGAL,DARJILING,9.68,-,59.69,34.1633736
2018/09/15,WEST BENGAL,JALPAIGURI,13.95,-,87.97,41.19394241
2018/09/15,WEST BENGAL,NORTH 24 PARGANAS,2.88,-,22.73,38.40620609
2018/09/15,WEST BENGAL,NADIA,7.13,-,50.38,39.31601418
2018/09/15,WEST BENGAL,KOCH BIHAR,16.08,-,85.36,40.99600522
2018/09/15,WEST BENGAL,SOUTH 24 PARGANAS,3.68,-,33.61,38.21003871
2018/09/15,WEST BENGAL,BARDDHAMAN,4.29,-,30.21,43.37415631
2018/09/14,WEST BENGAL,BIRBHUM,1.75,-,14.48,43.10345053
2018/09/14,WEST BENGAL,MURSHIDABAD,3.63,-,25.46,41.25015715
2018/09/14,WEST BENGAL,KOLKATA,9.01,-,71.38,40.14512821
2018/09/14,WEST BENGAL,HAORA,6.22,-,67.67,41.67338604
2018/09/14,WEST BENGAL,PASHCHIM MEDINIPUR,7.58,-,56.26,41.23577307
2018/09/14,WEST BENGAL,PURBA MEDINIPUR,1.45,-,13.33,39.13976508
2018/09/14,WEST BENGAL,BANKURA,7.96,-,57.8,41.63015547
2018/09/14,WEST BENGAL,HUGLI,1.63,-,17.45,44.3541573
2018/09/14,WEST BENGAL,UTTAR DINAJPUR,11.26,-,72.84,41.43919499
2018/09/14,WEST BENGAL,MALDAH,7.41,-,50.83,38.77200916
2018/09/14,WEST BENGAL,PURULIYA,9.59,-,62.39,40.51119669
2018/09/14,WEST BENGAL,DAKSHIN DINAJPUR,9.51,-,63.02,40.28038176
2018/09/14,WEST BENGAL,DARJILING,10.23,-,62.98,35.6772136
2018/09/14,WEST BENGAL,JALPAIGURI,14.31,-,90.22,41.96763541
2018/09/14,WEST BENGAL,NORTH 24 PARGANAS,3.04,-,23.79,38.81376472
2018/09/14,WEST BENGAL,NADIA,7.58,-,53.39,40.57324764
2018/09/14,WEST BENGAL,KOCH BIHAR,16.53,-,88.11,42.14674042
2018/09/14,WEST BENGAL,SOUTH 24 PARGANAS,3.72,-,33.95,38.28305212
2018/09/14,WEST BENGAL,BARDDHAMAN,4.27,-,30.09,43.65327321
2018/09/13,WEST BENGAL,BIRBHUM,1.79,-,14.76,43.94591422
2018/09/13,WEST BENGAL,MURSHIDABAD,3.73,-,26.14,41.93864598
2018/09/13,WEST BENGAL,KOLKATA,8.35,-,66.05,38.71687991
2018/09/13,WEST BENGAL,HAORA,6.16,-,67.15,41.5631966
2018/09/13,WEST BENGAL,PASHCHIM MEDINIPUR,7.63,-,56.61,41.47236793
2018/09/13,WEST BENGAL,PURBA MEDINIPUR,1.46,-,13.48,39.76591335
2018/09/13,WEST BENGAL,BANKURA,8.03,-,58.26,41.84447146
2018/09/13,WEST BENGAL,HUGLI,1.64,-,17.55,44.49763142
2018/09/13,WEST BENGAL,UTTAR DINAJPUR,11.11,-,71.88,41.06903154
2018/09/13,WEST BENGAL,MALDAH,7.94,-,54.42,40.09970733
2018/09/13,WEST BENGAL,PURULIYA,9.64,-,62.87,40.72779209
2018/09/13,WEST BENGAL,DAKSHIN DINAJPUR,10.06,-,66.68,41.42103888
2018/09/13,WEST BENGAL,DARJILING,9.9,-,61,34.38444378
2018/09/13,WEST BENGAL,JALPAIGURI,14.22,-,89.64,41.77375913
2018/09/13,WEST BENGAL,NORTH 24 PARGANAS,3.02,-,23.58,38.83505615
2018/09/13,WEST BENGAL,NADIA,7.63,-,53.75,40.88326724
2018/09/13,WEST BENGAL,KOCH BIHAR,16.46,-,87.61,41.95186368
2018/09/13,WEST BENGAL,SOUTH 24 PARGANAS,3.65,-,33.37,38.18862668
2018/09/13,WEST BENGAL,BARDDHAMAN,4.25,-,29.97,43.76004146
2018/09/12,WEST BENGAL,BIRBHUM,1.81,-,14.92,44.08652514
2018/09/12,WEST BENGAL,MURSHIDABAD,3.69,-,25.85,41.28925234
2018/09/12,WEST BENGAL,KOLKATA,9.31,-,73.84,40.73996715
2018/09/12,WEST BENGAL,HAORA,6.29,-,68.23,42.18544442
2018/09/12,WEST BENGAL,PASHCHIM MEDINIPUR,7.28,-,53.97,40.3888737
2018/09/12,WEST BENGAL,PURBA MEDINIPUR,1.48,-,13.68,40.5373814
2018/09/12,WEST BENGAL,BANKURA,7.66,-,55.69,40.74157522
2018/09/12,WEST BENGAL,HUGLI,1.63,-,17.51,44.40419709
2018/09/12,WEST BENGAL,UTTAR DINAJPUR,11.25,-,72.82,41.37581626
2018/09/12,WEST BENGAL,MALDAH,8.22,-,56.32,40.58245519
2018/09/12,WEST BENGAL,PURULIYA,8.88,-,58.16,38.23171668
2018/09/12,WEST BENGAL,DAKSHIN DINAJPUR,9.99,-,66.17,41.25230152
2018/09/12,WEST BENGAL,DARJILING,10.35,-,63.7,34.89736639
2018/09/12,WEST BENGAL,JALPAIGURI,14.24,-,89.8,41.81883081
2018/09/12,WEST BENGAL,NORTH 24 PARGANAS,3.25,-,25.42,40.31833584
2018/09/12,WEST BENGAL,NADIA,7.3,-,51.58,39.82095136
2018/09/12,WEST BENGAL,KOCH BIHAR,16.49,-,87.83,42.02765512
2018/09/12,WEST BENGAL,SOUTH 24 PARGANAS,3.96,-,36.17,39.79197636
2018/09/12,WEST BENGAL,BARDDHAMAN,4.27,-,30.05,43.08084675
2018/09/11,WEST BENGAL,BIRBHUM,1.87,-,15.42,44.80131905
2018/09/11,WEST BENGAL,MURSHIDABAD,3.79,-,26.53,41.8688462
2018/09/11,WEST BENGAL,KOLKATA,9.8,-,77.82,41.80750718
2018/09/11,WEST BENGAL,HAORA,6.32,-,68.5,42.56136441
2018/09/11,WEST BENGAL,PASHCHIM MEDINIPUR,7.49,-,55.53,40.85892802
2018/09/11,WEST BENGAL,PURBA MEDINIPUR,1.48,-,13.68,40.38245733
2018/09/11,WEST BENGAL,BANKURA,8.24,-,59.79,42.4171835
2018/09/11,WEST BENGAL,HUGLI,1.65,-,17.6,44.65433858
2018/09/11,WEST BENGAL,UTTAR DINAJPUR,11.67,-,75.54,42.30960216
2018/09/11,WEST BENGAL,MALDAH,8.84,-,60.51,42.01491313
2018/09/11,WEST BENGAL,PURULIYA,9.44,-,61.69,39.88598314
2018/09/11,WEST BENGAL,DAKSHIN DINAJPUR,10.1,-,66.89,41.44589084
2018/09/11,WEST BENGAL,DARJILING,11.13,-,68.45,36.31174801
2018/09/11,WEST BENGAL,JALPAIGURI,14.42,-,90.93,42.20064443
2018/09/11,WEST BENGAL,NORTH 24 PARGANAS,3.34,-,26.07,40.58821217
2018/09/11,WEST BENGAL,NADIA,7.02,-,49.66,38.99514252
2018/09/11,WEST BENGAL,KOCH BIHAR,16.64,-,88.74,42.41978554
2018/09/11,WEST BENGAL,SOUTH 24 PARGANAS,4,-,36.49,40.04482347
2018/09/11,WEST BENGAL,BARDDHAMAN,4.36,-,30.68,43.14767404
2018/09/10,WEST BENGAL,BIRBHUM,1.82,-,15,43.73067326
2018/09/10,WEST BENGAL,MURSHIDABAD,3.65,-,25.51,40.10244898
2018/09/10,WEST BENGAL,KOLKATA,6.39,-,50.53,34.11556976
2018/09/10,WEST BENGAL,HAORA,5.7,-,62.93,36.13942543
2018/09/10,WEST BENGAL,PASHCHIM MEDINIPUR,6.34,-,46.99,36.82313127
2018/09/10,WEST BENGAL,PURBA MEDINIPUR,1.43,-,13.28,37.5926725
2018/09/10,WEST BENGAL,BANKURA,7.63,-,55.21,40.29203936
2018/09/10,WEST BENGAL,HUGLI,1.43,-,15.82,37.41068193
2018/09/10,WEST BENGAL,UTTAR DINAJPUR,11.69,-,75.7,42.36896706
2018/09/10,WEST BENGAL,MALDAH,9.06,-,62.07,42.60701282
2018/09/10,WEST BENGAL,PURULIYA,9.33,-,60.97,39.54142674
2018/09/10,WEST BENGAL,DAKSHIN DINAJPUR,10.03,-,66.45,41.08982156
2018/09/10,WEST BENGAL,DARJILING,12.36,-,75.89,38.27264321
2018/09/10,WEST BENGAL,JALPAIGURI,14.37,-,90.66,42.11087871
2018/09/10,WEST BENGAL,NORTH 24 PARGANAS,2.37,-,18.78,34.89934168
2018/09/10,WEST BENGAL,NADIA,5.73,-,41.24,33.38860933
2018/09/10,WEST BENGAL,KOCH BIHAR,16.57,-,88.35,42.24757654
2018/09/10,WEST BENGAL,SOUTH 24 PARGANAS,2.91,-,26.8,35.16209656
2018/09/10,WEST BENGAL,BARDDHAMAN,4.26,-,29.93,39.35756216
2018/09/09,WEST BENGAL,BIRBHUM,1.56,-,13.06,37.27387507
2018/09/09,WEST BENGAL,MURSHIDABAD,2.7,-,19.35,33.72826175
2018/09/09,WEST BENGAL,KOLKATA,7.3,-,57.73,36.30945014
2018/09/09,WEST BENGAL,HAORA,5.9,-,64.78,38.15459786
2018/09/09,WEST BENGAL,PASHCHIM MEDINIPUR,6.2,-,46.05,36.93442015
2018/09/09,WEST BENGAL,PURBA MEDINIPUR,1.47,-,13.67,39.46996587
2018/09/09,WEST BENGAL,BANKURA,6.59,-,47.84,37.15768628
2018/09/09,WEST BENGAL,HUGLI,1.49,-,16.33,39.35590047
2018/09/09,WEST BENGAL,UTTAR DINAJPUR,7.48,-,48.35,31.71694894
2018/09/09,WEST BENGAL,MALDAH,4.87,-,33.8,28.45659549
2018/09/09,WEST BENGAL,PURULIYA,8.12,-,52.65,36.17206022
2018/09/09,WEST BENGAL,DAKSHIN DINAJPUR,4.69,-,31.19,26.66464598
2018/09/09,WEST BENGAL,DARJILING,8.92,-,54.91,34.3343281
2018/09/09,WEST BENGAL,JALPAIGURI,14.08,-,88.8,41.50614337
2018/09/09,WEST BENGAL,NORTH 24 PARGANAS,2.61,-,20.53,36.18774218
2018/09/09,WEST BENGAL,NADIA,6.06,-,43.38,34.35994725
2018/09/09,WEST BENGAL,KOCH BIHAR,15.68,-,83.3,40.15583667
2018/09/09,WEST BENGAL,SOUTH 24 PARGANAS,3.23,-,29.61,36.50583649
2018/09/09,WEST BENGAL,BARDDHAMAN,3.75,-,26.55,38.01330349
2018/09/08,WEST BENGAL,BIRBHUM,1.63,-,13.58,38.89895668
2018/09/08,WEST BENGAL,MURSHIDABAD,2.83,-,20.22,35.47150467
2018/09/08,WEST BENGAL,KOLKATA,8.34,-,66.04,38.63690586
2018/09/08,WEST BENGAL,HAORA,6.1,-,66.63,40.23448666
2018/09/08,WEST BENGAL,PASHCHIM MEDINIPUR,6.79,-,50.4,39.07109098
2018/09/08,WEST BENGAL,PURBA MEDINIPUR,1.52,-,14.12,41.25883463
2018/09/08,WEST BENGAL,BANKURA,7.29,-,52.88,39.42993313
2018/09/08,WEST BENGAL,HUGLI,1.56,-,16.97,41.63001726
2018/09/08,WEST BENGAL,UTTAR DINAJPUR,6.64,-,42.94,29.19688922
2018/09/08,WEST BENGAL,MALDAH,5.03,-,34.9,29.88748914
2018/09/08,WEST BENGAL,PURULIYA,8.77,-,57.02,38.15978539
2018/09/08,WEST BENGAL,DAKSHIN DINAJPUR,4.81,-,31.98,28.05638583
2018/09/08,WEST BENGAL,DARJILING,8.04,-,49.46,31.06854724
2018/09/08,WEST BENGAL,JALPAIGURI,12.65,-,79.73,38.48991048
2018/09/08,WEST BENGAL,NORTH 24 PARGANAS,2.91,-,22.79,38.16303114
2018/09/08,WEST BENGAL,NADIA,6.61,-,46.97,36.40512657
2018/09/08,WEST BENGAL,KOCH BIHAR,13.88,-,72.53,35.4450745
2018/09/08,WEST BENGAL,SOUTH 24 PARGANAS,3.53,-,32.24,38.1638976
2018/09/08,WEST BENGAL,BARDDHAMAN,3.96,-,27.91,39.95030285
2018/09/07,WEST BENGAL,BIRBHUM,1.75,-,14.44,41.22592755
2018/09/07,WEST BENGAL,MURSHIDABAD,3.07,-,21.82,37.77576126
2018/09/07,WEST BENGAL,KOLKATA,9.47,-,75.12,41.08067046
2018/09/07,WEST BENGAL,HAORA,6.29,-,68.26,42.38411414
2018/09/07,WEST BENGAL,PASHCHIM MEDINIPUR,7.47,-,55.38,41.43597544
2018/09/07,WEST BENGAL,PURBA MEDINIPUR,1.59,-,14.81,43.4031185
2018/09/07,WEST BENGAL,BANKURA,7.74,-,56.23,41.10091438
2018/09/07,WEST BENGAL,HUGLI,1.64,-,17.53,43.95762197
2018/09/07,WEST BENGAL,UTTAR DINAJPUR,6.99,-,45.28,31.27175704
2018/09/07,WEST BENGAL,MALDAH,5.41,-,37.35,32.18251378
2018/09/07,WEST BENGAL,PURULIYA,9.65,-,62.98,40.62140076
2018/09/07,WEST BENGAL,DAKSHIN DINAJPUR,5.18,-,34.44,30.24269243
2018/09/07,WEST BENGAL,DARJILING,8.55,-,52.56,32.08605462
2018/09/07,WEST BENGAL,JALPAIGURI,12.24,-,77.18,37.60326604
2018/09/07,WEST BENGAL,NORTH 24 PARGANAS,3.27,-,25.51,40.71527807
2018/09/07,WEST BENGAL,NADIA,7.22,-,50.98,38.69381903
2018/09/07,WEST BENGAL,KOCH BIHAR,12.89,-,67.49,32.38534545
2018/09/07,WEST BENGAL,SOUTH 24 PARGANAS,3.92,-,35.71,40.16359716
2018/09/07,WEST BENGAL,BARDDHAMAN,4.29,-,30.12,42.36585124
2018/09/06,WEST BENGAL,BIRBHUM,1.79,-,14.76,42.82938102
2018/09/06,WEST BENGAL,MURSHIDABAD,3.14,-,22.18,38.28329587
2018/09/06,WEST BENGAL,KOLKATA,9.68,-,76.8,41.53308576
2018/09/06,WEST BENGAL,HAORA,6.35,-,68.73,42.7439642
2018/09/06,WEST BENGAL,PASHCHIM MEDINIPUR,8.1,-,60.15,43.48185167
2018/09/06,WEST BENGAL,PURBA MEDINIPUR,1.66,-,15.62,45.03869154
2018/09/06,WEST BENGAL,BANKURA,8.31,-,60.4,42.67821147
2018/09/06,WEST BENGAL,HUGLI,1.66,-,17.67,44.46527753
2018/09/06,WEST BENGAL,UTTAR DINAJPUR,7.78,-,50.37,33.67188829
2018/09/06,WEST BENGAL,MALDAH,5.55,-,38.31,33.25170517
2018/09/06,WEST BENGAL,PURULIYA,10.31,-,67.31,42.46678999
2018/09/06,WEST BENGAL,DAKSHIN DINAJPUR,5.86,-,38.87,32.48852491
2018/09/06,WEST BENGAL,DARJILING,9.58,-,58.8,34.24937059
2018/09/06,WEST BENGAL,JALPAIGURI,13.24,-,83.53,39.77264458
2018/09/06,WEST BENGAL,NORTH 24 PARGANAS,3.27,-,25.63,41.0925043
2018/09/06,WEST BENGAL,NADIA,7.59,-,53.49,39.96039769
2018/09/06,WEST BENGAL,KOCH BIHAR,13.54,-,71.12,34.50767985
2018/09/06,WEST BENGAL,SOUTH 24 PARGANAS,4.09,-,37.47,41.29365931
2018/09/06,WEST BENGAL,BARDDHAMAN,4.33,-,30.43,43.2593897
2018/09/05,WEST BENGAL,BIRBHUM,1.79,-,14.79,43.40874767
2018/09/05,WEST BENGAL,MURSHIDABAD,3.43,-,24.15,40.39102609
2018/09/05,WEST BENGAL,KOLKATA,9.36,-,74.26,40.8467145
2018/09/05,WEST BENGAL,HAORA,6.3,-,68.29,42.28040184
2018/09/05,WEST BENGAL,PASHCHIM MEDINIPUR,7.96,-,59.03,43.01957877
2018/09/05,WEST BENGAL,PURBA MEDINIPUR,1.65,-,15.49,44.69609036
2018/09/05,WEST BENGAL,BANKURA,8.17,-,59.4,42.33091241
2018/09/05,WEST BENGAL,HUGLI,1.64,-,17.54,44.51024045
2018/09/05,WEST BENGAL,UTTAR DINAJPUR,8.6,-,55.7,35.62264356
2018/09/05,WEST BENGAL,MALDAH,6.02,-,41.5,34.75138419
2018/09/05,WEST BENGAL,PURULIYA,10.06,-,65.63,41.79308027
2018/09/05,WEST BENGAL,DAKSHIN DINAJPUR,6.66,-,44.16,34.30754368
2018/09/05,WEST BENGAL,DARJILING,10.07,-,61.76,35.05038612
2018/09/05,WEST BENGAL,JALPAIGURI,13.33,-,84.11,39.9288744
2018/09/05,WEST BENGAL,NORTH 24 PARGANAS,3.12,-,24.52,40.09397071
2018/09/05,WEST BENGAL,NADIA,7.72,-,54.33,40.78469027
2018/09/05,WEST BENGAL,KOCH BIHAR,13.82,-,72.63,35.14854819
2018/09/05,WEST BENGAL,SOUTH 24 PARGANAS,3.99,-,36.57,40.93357638
2018/09/05,WEST BENGAL,BARDDHAMAN,4.3,-,30.23,43.69867846
2018/09/04,WEST BENGAL,BIRBHUM,1.79,-,14.74,43.8505412
2018/09/04,WEST BENGAL,MURSHIDABAD,3.75,-,26.3,42.45523767
2018/09/04,WEST BENGAL,KOLKATA,9.38,-,74.42,40.89317405
2018/09/04,WEST BENGAL,HAORA,6.3,-,68.3,42.28468828
2018/09/04,WEST BENGAL,PASHCHIM MEDINIPUR,7.93,-,58.78,42.8837586
2018/09/04,WEST BENGAL,PURBA MEDINIPUR,1.61,-,15.03,43.91775209
2018/09/04,WEST BENGAL,BANKURA,8.02,-,58.35,41.93700179
2018/09/04,WEST BENGAL,HUGLI,1.64,-,17.53,44.56077203
2018/09/04,WEST BENGAL,UTTAR DINAJPUR,9.23,-,59.79,37.04746996
2018/09/04,WEST BENGAL,MALDAH,6.73,-,46.19,36.69913589
2018/09/04,WEST BENGAL,PURULIYA,9.96,-,65.07,41.46668885
2018/09/04,WEST BENGAL,DAKSHIN DINAJPUR,6.83,-,45.28,34.64247418
2018/09/04,WEST BENGAL,DARJILING,9.65,-,59.23,34.72785114
2018/09/04,WEST BENGAL,JALPAIGURI,12.88,-,81.16,38.94007811
2018/09/04,WEST BENGAL,NORTH 24 PARGANAS,3.31,-,25.88,41.00942074
2018/09/04,WEST BENGAL,NADIA,8.11,-,57,42.31850152
2018/09/04,WEST BENGAL,KOCH BIHAR,13.98,-,73.65,35.47485641
2018/09/04,WEST BENGAL,SOUTH 24 PARGANAS,4.01,-,36.74,41.03329676
2018/09/04,WEST BENGAL,BARDDHAMAN,4.3,-,30.21,43.89358384
2018/09/03,WEST BENGAL,BIRBHUM,1.76,-,14.52,43.5094689
2018/09/03,WEST BENGAL,MURSHIDABAD,3.66,-,25.71,41.65530022
2018/09/03,WEST BENGAL,KOLKATA,9.33,-,74.02,40.79360556
2018/09/03,WEST BENGAL,HAORA,6.29,-,68.22,42.18555193
2018/09/03,WEST BENGAL,PASHCHIM MEDINIPUR,7.92,-,58.73,42.84478736
2018/09/03,WEST BENGAL,PURBA MEDINIPUR,1.6,-,15,43.37477813
2018/09/03,WEST BENGAL,BANKURA,8.1,-,58.88,42.14478095
2018/09/03,WEST BENGAL,HUGLI,1.64,-,17.53,44.54054518
2018/09/03,WEST BENGAL,UTTAR DINAJPUR,9.88,-,63.93,38.48585849
2018/09/03,WEST BENGAL,MALDAH,7.04,-,48.35,37.59825099
2018/09/03,WEST BENGAL,PURULIYA,10.07,-,65.71,41.8395053
2018/09/03,WEST BENGAL,DAKSHIN DINAJPUR,7.41,-,49.14,35.88758361
2018/09/03,WEST BENGAL,DARJILING,9.47,-,58.21,33.97978079
2018/09/03,WEST BENGAL,JALPAIGURI,13.1,-,82.56,39.39365471
2018/09/03,WEST BENGAL,NORTH 24 PARGANAS,3.26,-,25.41,40.41461252
2018/09/03,WEST BENGAL,NADIA,8.09,-,56.81,41.3996096
2018/09/03,WEST BENGAL,KOCH BIHAR,13.65,-,71.85,34.49945982
2018/09/03,WEST BENGAL,SOUTH 24 PARGANAS,3.98,-,36.41,40.45197961
2018/09/03,WEST BENGAL,BARDDHAMAN,4.22,-,29.67,43.11367363
2018/09/02,WEST BENGAL,BIRBHUM,1.85,-,15.22,44.60409336
2018/09/02,WEST BENGAL,MURSHIDABAD,3.65,-,25.64,41.87361401
2018/09/02,WEST BENGAL,KOLKATA,9.47,-,75.11,41.0691225
2018/09/02,WEST BENGAL,HAORA,6.31,-,68.43,42.42761813
2018/09/02,WEST BENGAL,PASHCHIM MEDINIPUR,8.03,-,59.55,43.17352685
2018/09/02,WEST BENGAL,PURBA MEDINIPUR,1.64,-,15.44,43.82115917
2018/09/02,WEST BENGAL,BANKURA,8.27,-,60.13,42.61889485
2018/09/02,WEST BENGAL,HUGLI,1.64,-,17.59,44.6208009
2018/09/02,WEST BENGAL,UTTAR DINAJPUR,10.09,-,65.23,38.82016644
2018/09/02,WEST BENGAL,MALDAH,7.13,-,48.92,37.66217637
2018/09/02,WEST BENGAL,PURULIYA,10.28,-,67.07,42.38668336
2018/09/02,WEST BENGAL,DAKSHIN DINAJPUR,6.81,-,45.22,34.56740746
2018/09/02,WEST BENGAL,DARJILING,10.99,-,67.46,36.61491087
2018/09/02,WEST BENGAL,JALPAIGURI,14,-,88.32,41.33258048
2018/09/02,WEST BENGAL,NORTH 24 PARGANAS,3.23,-,25.14,40.28533156
2018/09/02,WEST BENGAL,NADIA,8.06,-,56.61,41.54788896
2018/09/02,WEST BENGAL,KOCH BIHAR,14.38,-,76.02,36.4274205
2018/09/02,WEST BENGAL,SOUTH 24 PARGANAS,4.03,-,36.89,40.73418446
2018/09/02,WEST BENGAL,BARDDHAMAN,4.35,-,30.55,43.37832265
2018/09/01,WEST BENGAL,BIRBHUM,1.82,-,14.97,43.92756067
2018/09/01,WEST BENGAL,MURSHIDABAD,2.94,-,20.87,36.88494196
2018/09/01,WEST BENGAL,KOLKATA,9.38,-,74.37,40.87818391
2018/09/01,WEST BENGAL,HAORA,6.29,-,68.24,42.1513163
2018/09/01,WEST BENGAL,PASHCHIM MEDINIPUR,7.95,-,58.95,42.90980248
2018/09/01,WEST BENGAL,PURBA MEDINIPUR,1.61,-,15.1,43.65170997
2018/09/01,WEST BENGAL,BANKURA,8.1,-,58.9,42.09591577
2018/09/01,WEST BENGAL,HUGLI,1.63,-,17.49,44.38558716
2018/09/01,WEST BENGAL,UTTAR DINAJPUR,10.83,-,70.03,40.46032464
2018/09/01,WEST BENGAL,MALDAH,7.06,-,48.56,37.33045423
2018/09/01,WEST BENGAL,PURULIYA,10.09,-,65.86,41.79165158
2018/09/01,WEST BENGAL,DAKSHIN DINAJPUR,7.27,-,48.23,35.48056501
2018/09/01,WEST BENGAL,DARJILING,11.04,-,67.86,37.19064716
2018/09/01,WEST BENGAL,JALPAIGURI,13.92,-,87.79,41.16937969
2018/09/01,WEST BENGAL,NORTH 24 PARGANAS,3.18,-,24.76,39.95853055
2018/09/01,WEST BENGAL,NADIA,7.31,-,51.57,38.26922789
2018/09/01,WEST BENGAL,KOCH BIHAR,14.85,-,78.73,37.64058484
2018/09/01,WEST BENGAL,SOUTH 24 PARGANAS,4,-,36.61,40.59081023
2018/09/01,WEST BENGAL,BARDDHAMAN,4.27,-,30.03,42.5768002
2018/10/31,WEST BENGAL,BIRBHUM,0.66,-,4.89,18.62530226
2018/10/31,WEST BENGAL,MURSHIDABAD,1.53,-,10.41,18.98608614
2018/10/31,WEST BENGAL,KOLKATA,5.09,-,40.34,19.9828975
2018/10/31,WEST BENGAL,HAORA,5.03,-,55.84,25.36338206
2018/10/31,WEST BENGAL,PASHCHIM MEDINIPUR,4.52,-,33.29,26.65686797
2018/10/31,WEST BENGAL,PURBA MEDINIPUR,1.16,-,10.57,35.41745152
2018/10/31,WEST BENGAL,BANKURA,4,-,28.65,20.61200013
2018/10/31,WEST BENGAL,HUGLI,1.08,-,11.61,28.73912517
2018/10/31,WEST BENGAL,UTTAR DINAJPUR,1.98,-,12.45,13.14693703
2018/10/31,WEST BENGAL,MALDAH,1.37,-,9.09,14.94995586
2018/10/31,WEST BENGAL,PURULIYA,5,-,30.43,14.22722875
2018/10/31,WEST BENGAL,DAKSHIN DINAJPUR,0.29,-,2.01,12.25913908
2018/10/31,WEST BENGAL,DARJILING,2.97,-,18.31,19.72181274
2018/10/31,WEST BENGAL,JALPAIGURI,7.22,-,45.04,18.85189792
2018/10/31,WEST BENGAL,NORTH 24 PARGANAS,1.33,-,10.85,24.15420596
2018/10/31,WEST BENGAL,NADIA,3.77,-,26.44,20.05166532
2018/10/31,WEST BENGAL,KOCH BIHAR,10.17,-,51.22,16.26310315
2018/10/31,WEST BENGAL,SOUTH 24 PARGANAS,2.07,-,19.51,25.66339425
2018/10/31,WEST BENGAL,BARDDHAMAN,2.47,-,16.86,22.32003158
2018/10/30,WEST BENGAL,BIRBHUM,0.68,-,5.06,18.93079144
2018/10/30,WEST BENGAL,MURSHIDABAD,1.56,-,10.57,19.40763576
2018/10/30,WEST BENGAL,KOLKATA,5.1,-,40.37,20.13947442
2018/10/30,WEST BENGAL,HAORA,5.08,-,56.45,25.78808975
2018/10/30,WEST BENGAL,PASHCHIM MEDINIPUR,4.57,-,33.68,27.09681781
2018/10/30,WEST BENGAL,PURBA MEDINIPUR,1.12,-,10.11,36.21704672
2018/10/30,WEST BENGAL,BANKURA,4.1,-,29.4,21.22163531
2018/10/30,WEST BENGAL,HUGLI,1.1,-,11.87,29.3972452
2018/10/30,WEST BENGAL,UTTAR DINAJPUR,2.07,-,13.02,13.25218831
2018/10/30,WEST BENGAL,MALDAH,1.42,-,9.4,15.14847547
2018/10/30,WEST BENGAL,PURULIYA,5.07,-,30.97,14.72849488
2018/10/30,WEST BENGAL,DAKSHIN DINAJPUR,0.31,-,2.16,12.43645096
2018/10/30,WEST BENGAL,DARJILING,3.04,-,18.7,19.8268534
2018/10/30,WEST BENGAL,JALPAIGURI,7.34,-,45.82,19.16079963
2018/10/30,WEST BENGAL,NORTH 24 PARGANAS,1.37,-,11.09,23.01105962
2018/10/30,WEST BENGAL,NADIA,3.85,-,27.02,20.6084084
